Song,Year,ID,Artists,Duration,Popularity,Danceability,Speechiness,Valence
Whataya Want from Me,2010,2rDwdvBma1O1eLzo29p2cr,Adam Lambert,227320,63,0.44,0.0489,0.445
Mine,2010,7G0gBu6nLdhFDPRLc0HdDG,Taylor Swift,231706,83,0.646,0.0356,0.49
Only Girl (In the World),2010,2ENexcMEMsYk0rVJigVD3i,Rihanna,235493,83,0.789,0.0429,0.638
Live Like We're Dying,2010,1HfxPaJggVwFsvOtHbVzMz,Kris Allen,212506,52,0.589,0.0397,0.94
Hard,2010,0w5Bdu51Ka25Pf3hojsKHh,Paramore,182693,75,0.695,0.0334,0.916
Young Forever,2010,35srNkJVToAzYiZzron1FY,JAY-Z,253906,67,0.637,0.0693,0.103
Blah Blah Blah,2010,7lWUJpax919G4JdaFEVmCy,Kesha,172053,68,0.752,0.115,0.519
Bottoms Up,2010,4AYX69oFP3UOS1CFmV9UfO,Trey Songz,242013,73,0.844,0.157,0.331
Do You Remember,2010,1EZJBB6bvCcrvYRlOyoHuf,Jack Johnson,144013,63,0.598,0.0334,0.714
All the Right Moves,2010,5XRHGXut00SrJUFmcn2lQF,OneRepublic,238000,67,0.529,0.0474,0.65
According to You,2010,0M45YYpFECO0xvXlKgQ7sE,Orianthi,200253,48,0.613,0.054,0.538
My Chick Bad,2010,3bMNprrp2JDKZsGbiXpsJl,Ludacris,216933,67,0.624,0.378,0.757
You Belong with Me,2010,1qrpoAMXodY6895hGKoUpA,Taylor Swift,231124,85,0.632,0.0346,0.474
Meet Me Halfway,2010,6wOYnPq1hPihRepcDClPUw,Black Eyed Peas,284373,70,0.798,0.0735,0.4
Take It Off,2010,7zp9FOU4cjFdGN1zdWTvcB,FISHER,194604,74,0.884,0.202,0.582
Over,2010,5pIVEk6Di7n1v5khOzJaJL,Zach Bryan,190946,81,0.377,0.0364,0.26
Animal,2010,1fBl642IhJOE5U319Gy2Go,Neon Trees,212293,71,0.482,0.0449,0.74
Misery,2010,6SpLc7EXZIPpy0sVko0aoU,Paramore,211520,76,0.517,0.0735,0.731
Magic,2010,2Yer0p7uB2lVBUAtANuuQp,Social House,164640,74,0.769,0.0385,0.803
Paparazzi,2010,7Hqig8kp32q2Ire3ECQvWM,Lady Gaga,208306,73,0.762,0.0438,0.397
Tie Me Down,2010,5rFKejbn7FFRS5BjPYW3Kw,Taylor Ray Holbrook,200416,56,0.529,0.0315,0.528
Your Love,2010,0WoFs3EdGOx58yX5BtXvOa,The Outfield,216466,78,0.578,0.0562,0.621
Party in the U.S.A.,2010,5Q0Nhxo0l2bP3pNjpGJwV1,Miley Cyrus,202066,79,0.652,0.042,0.47
Deuces,2010,6wN4nT2qy3MQc098yL3Eu9,Chris Brown,276560,70,0.692,0.11,0.217
3,2010,5cc9Zbfp9u10sfJeKZ3h16,Childish Gambino,234215,80,0.664,0.289,0.659
Impossible,2010,5yVIlYEHZxQVLyInCdldoS,James Arthur,209440,79,0.376,0.0933,0.302
Forever,2010,6IBcOGPsniK3Pso1wHIhew,Luke Combs,232533,79,0.487,0.0253,0.456
Two Is Better Than One,2010,1MaqkdFNIKPdpQGDzme5ss,BOYS LIKE GIRLS,242840,67,0.521,0.0331,0.25
My First Kiss,2010,17tDv8WA8IhqE8qzuQn707,3OH!3,192440,62,0.682,0.0804,0.827
Already Gone,2010,5zCunX8URvLoBHlg1Fnjv6,Sleeping At Last,243007,69,0.418,0.0451,0.298
Rock That Body,2010,7K8XoQXZBffc4xG2xIQHMO,Black Eyed Peas,268840,61,0.715,0.0993,0.841
Secrets,2010,2xB46Bj9HZ4cr058yN4Pla,A Boogie Wit da Hoodie,133331,80,0.539,0.0619,0.403
Naturally,2010,1YaVmBh7EAeR54FIjuFcb5,Selena Gomez & The Scene,202586,67,0.605,0.0511,0.875
Un-Thinkable (I'm Ready),2010,4JOP8ELK6AaeySe7sKe996,Alicia Keys,249240,69,0.596,0.0619,0.335
All I Do Is Win,2010,12PNcnMsjsZ3eHm62t8hiy,DJ Khaled,232506,70,0.545,0.185,0.277
I Made It (Cash Money Heroes),2010,6H2wnX7ytNeCKERIVqCwgs,Kevin Rudolf,249546,53,0.592,0.111,0.574
Stuck Like Glue,2010,0JcKdUGNR7zI4jJDLyYXbi,Sugarland,247586,66,0.702,0.0568,0.836
Hey Daddy (Daddy's Home),2010,030OCtLMrljNhp8OWHBWW3,USHER,224093,70,0.59,0.0286,0.352
There Goes My Baby,2010,6IUiqtI8tE49sqGbmtrNd8,USHER,281293,60,0.626,0.0892,0.257
Today Was a Fairytale,2010,2JoJrsEV15OzbijS47lids,Taylor Swift,241822,66,0.482,0.0409,0.328
Say Something,2010,6Vc5wAMmXdKIAM7WUoEb7N,A Great Big World,229400,74,0.407,0.0355,0.0765
Sweet Dreams,2010,1TfqLAPs4K3s2rJMoCokcS,Eurythmics,216933,84,0.692,0.0317,0.875
Use Somebody,2010,5VGlqQANWDKJFl0MBG3sg2,Kings of Leon,230760,78,0.276,0.0432,0.173
Undo It,2010,1Fo2N5iXRi37maMboaig7O,Carrie Underwood,177253,61,0.476,0.058,0.648
Eenie Meenie,2010,45O0tUN9Bh6LH4eNxQ07AT,Sean Kingston,201653,65,0.734,0.0316,0.836
Right Above It,2010,1kMuU3TNQvHbqvXCWBodmP,Lil Wayne,271946,70,0.376,0.356,0.463
The House That Built Me,2010,02eD9ymfJOJOhM97HYp5R9,Miranda Lambert,236626,68,0.525,0.0286,0.206
If I Die Young,2010,4u26EevCNXMhlvE1xFBJwX,The Band Perry,222773,68,0.606,0.0277,0.362
The Only Exception,2010,7JIuqL4ZqkpfGKQhYlrirs,Paramore,267653,75,0.452,0.0272,0.209
American Honey,2010,4xInIiKipU1mtUogJ3ZdYr,Lady A,224866,66,0.588,0.0288,0.121
King of Anything,2010,3VA8T3rNy5V24AXxNK5u9E,Sara Bareilles,207493,61,0.676,0.0351,0.81
Life After You,2010,4gWTBq5Jftq5CEKYpLXD8R,Daughtry,206413,57,0.434,0.0299,0.309
Smile,2010,4ZC8hXXqu2hPcDLw9QTdtQ,Uncle Kracker,201626,66,0.541,0.0336,0.607
Teach Me How to Dougie,2010,61LtVmmkGr8P9I2tSPvdpf,Cali Swag District,237480,69,0.846,0.141,0.512
Try Sleeping with a Broken Heart,2010,1yK9LISg5uBOOW5bT2Wm0i,Alicia Keys,249013,62,0.496,0.112,0.549
"Lover, Lover",2010,5UzU0qw21okODBNUnxptVo,Jerrod Niemann,193733,62,0.879,0.0588,0.948
Rolling In The Deep,2011,1c8gk2PeTE04A1pIDH9YMk,Adele,228093,81,0.73,0.0298,0.507
Party Rock Anthem,2011,0IkKz2J93C94Ei4BvDop7P,LMFAO,262173,70,0.75,0.142,0.359
Firework,2011,4r6eNCsrZnQWJzzvFh4nlg,Katy Perry,227893,72,0.638,0.049,0.648
E.T.,2011,4kkeuVl6gF3RMqE4Nn5W3E,Katy Perry,206373,63,0.602,0.0773,0.732
Give Me Everything,2011,4QNpBfC0zvjKqPJcyqBy9W,Pitbull,252306,83,0.671,0.161,0.53
Grenade,2011,2tJulUYLDKOg9XrtVkMgcJ,Bruno Mars,222091,79,0.704,0.0542,0.245
F**K You (Forget You),2011,5GvWrvLIqoHroq7YvO260M,Michael McDonald,222280,67,0.734,0.0465,0.933
Super Bass,2011,3hlksXnvbKogFdPbpO9vel,Nicki Minaj,200013,81,0.723,0.203,0.667
Moves Like Jagger,2011,7LcfRTgAVTs5pQGEQgUEzN,Maroon 5,201160,73,0.722,0.0471,0.62
Just Can’t Get Enough,2011,3JA9Jsuxr4xgHXEawAdCp4,Black Eyed Peas,219426,79,0.659,0.179,0.262
On the Floor,2011,3j9Ivwkg9sYcaR9mlnjsAX,removeface,119895,74,0.443,0.175,0.489
S&M,2011,3WMj8moIAXJhHsyLaqIIHI,Zach Bryan,228013,89,0.369,0.04,0.148
Pumped Up Kicks,2011,7w87IxuO7BDcJ3YUqCyMTT,Foster The People,239600,84,0.733,0.0292,0.965
Last Friday Night (T.G.I.F.),2011,3avYqdwHKEq8beXbeWCKqJ,Katy Perry,230733,76,0.652,0.0409,0.72
Just the Way You Are,2011,7BqBn9nzAq8spo5e7cZ0dJ,Bruno Mars,220734,85,0.635,0.0422,0.424
Tonight (I'm Lovin' You),2011,79R98MwYRcQZdAzjjzUbiX,Enrique Iglesias,231293,53,0.651,0.0533,0.285
Raise Your Glass,2011,1gv4xPanImH17bKZ9rOveR,P!nk,202960,80,0.7,0.0838,0.624
Born This Way,2011,6r2BECwMgEoRb5yLfp0Hca,Lady Gaga,260252,70,0.587,0.161,0.494
F**kin' Perfect,2011,3MGJF1CDFGfjXESL2Heva0,P!nk,213413,65,0.565,0.0335,0.481
What's My Name?,2011,6DkXLzBQT7cwXmTyzAB1DJ,Rihanna,263173,73,0.689,0.074,0.561
Look at Me Now,2011,3hsmbFKT5Cujb5GQjqEU39,Chris Brown,222586,73,0.767,0.184,0.538
Down on Me,2011,0x3TibRgnSqzkcwrqBd4iX,Jeremih,228453,75,0.7,0.114,0.594
How to Love,2011,5W7BcYDIaeXnpG3e39T7hJ,Lil Wayne,240306,68,0.644,0.0418,0.272
Someone Like You,2011,1zwMYTA5nlNjZxYrvBB2pV,Adele,285240,80,0.556,0.0281,0.294
Good Life,2011,4ZPdLEztrlZqbJkgHNw54L,Kanye West,207000,77,0.439,0.346,0.487
The Lazy Song,2011,1ExfPZEiahqhLyajhybFeS,Bruno Mars,189109,75,0.794,0.0699,0.955
Till the World Ends,2011,38iU2jg98IZZEIJPrP7aWD,Britney Spears,237946,66,0.693,0.0665,0.45
The Show Goes On,2011,4NTWZqvfQTlOMitlVn6tew,Lupe Fiasco,239613,71,0.591,0.115,0.65
The Edge of Glory,2011,0JNdS1n0ifOP25XvhwAMgM,Lady Gaga,320586,65,0.581,0.0401,0.361
We R Who We R,2011,3LUWWox8YYykohBbHUrrxd,Kesha,204760,72,0.736,0.0407,0.653
Black and Yellow,2011,5A6OHHy73AR5tLxgTc98zz,Wiz Khalifa,217666,76,0.684,0.0675,0.538
Tonight Tonight,2011,2i0AUcEnsDm3dsqLrFWUCq,Hot Chelle Rae,200466,71,0.686,0.119,0.814
Blow,2011,3pYDZTJM2tVBUhIRifWVzI,Kesha,219973,69,0.753,0.0392,0.812
Lighters,2011,5zpDHEU12zATwLGvozxPw2,Bad Meets Evil,303813,67,0.676,0.245,0.144
If I Die Young,2011,4u26EevCNXMhlvE1xFBJwX,The Band Perry,222773,68,0.606,0.0277,0.362
Stereo Hearts,2011,0qOnSQQF0yzuPWsXrQ9paz,Gym Class Heroes,210960,83,0.646,0.0976,0.796
The Time (Dirty Bit),2011,7vWFaMq63AwkFDhS2OAg5u,Black Eyed Peas,307640,71,0.816,0.0664,0.436
Coming Home,2011,65GbQI9VDTs7vo6MJL2iJA,Leon Bridges,206386,71,0.424,0.0297,0.462
Hey Baby (Drop It to the Floor),2011,3rfhI32Il2hVRKDkuGeeen,Pitbull,234453,77,0.595,0.0884,0.762
Only Girl (In the World),2011,2ENexcMEMsYk0rVJigVD3i,Rihanna,235493,83,0.789,0.0429,0.638
6 Foot 7 Foot,2011,5Qy6a5KzM4XlRxsNcGYhgH,Lil Wayne,248586,73,0.364,0.304,0.606
Just a Kiss,2011,2OXidlnDThZR3zf36k6DVL,Lady A,218840,64,0.593,0.0307,0.332
Dirt Road Anthem,2011,2qYsSHsYkihWx043HVJQRV,Jason Aldean,229400,75,0.68,0.0357,0.635
Dynamite,2011,1DqdF42leyFIzqNDv9CjId,Taio Cruz,203866,71,0.754,0.0853,0.818
No Hands,2011,03tqyYWC9Um2ZqU0ZN849H,Waka Flocka Flame,263773,78,0.76,0.0391,0.361
I Wanna Go,2011,5cCAZS9VhLGEDV4NCfieeg,Britney Spears,210266,68,0.696,0.0414,0.787
I'm on One,2011,608a1wIsSd5KzMEqm1O7w3,DJ Khaled,296146,72,0.413,0.318,0.438
You Make Me Feel...,2011,16Of7eeW44kt0a1M0nitHM,Cobra Starship,215693,70,0.668,0.0535,0.748
Yeah 3x,2011,2QtxlzvSBONjs1bDC34ixs,Chris Brown,241666,70,0.705,0.0445,0.7
Moment 4 Life,2011,1ia019RqDK2o4QiANR1Dyn,Nicki Minaj,279306,72,0.475,0.351,0.369
I Need a Doctor,2011,70ATm56tH7OrQ1zurYssz0,Dr. Dre,283733,71,0.594,0.452,0.397
Just a Dream,2011,3ZdJffjzJWFimSQyxgGIxN,Nelly,237800,76,0.531,0.0305,0.103
Motivation,2011,0rIAC4PXANcKmitJfoqmVm,Normani,193837,70,0.599,0.0984,0.881
Stereo Love,2011,35Dofxo9smHVxmFQbhYIAT,Edward Maya,247614,59,0.778,0.0362,0.361
Jar of Hearts,2011,0HZhYMZOcUzZKSFwPOti6m,Christina Perri,246587,73,0.349,0.0316,0.0886
Roll Up,2011,53DB6LJV9B8sz0p1s6tlGS,Wiz Khalifa,227773,62,0.523,0.192,0.602
Sexy and I Know It,2011,0obBFrPYkSoBJbvHfUIhkv,LMFAO,199480,65,0.707,0.316,0.795
Rocketeer,2011,45sDIKapDyxPl307QpEAwl,Far East Movement,211253,68,0.664,0.0461,0.357
All of the Lights,2011,22L7bfCiAkJo5xGSQgmiIO,Kanye West,299613,79,0.531,0.0717,0.221
Hold It Against Me,2011,7Dyq1bhhjknLKEGg4k5NLr,Britney Spears,228826,58,0.648,0.0427,0.389
More,2011,5OELUCYgOHKFAvCERnAvfS,Morgan Wallen,216573,79,0.62,0.0462,0.597
What the Hell,2011,2z4U9d5OAA4YLNXoCgioxo,Avril Lavigne,220706,74,0.578,0.0548,0.877
Written in the Stars,2011,61HQWI1Woxup7CnGwVUsdI,Tinie Tempah,219560,54,0.644,0.0717,0.573
Bottoms Up,2011,4AYX69oFP3UOS1CFmV9UfO,Trey Songz,242013,73,0.844,0.157,0.331
DJ Got Us Fallin' in Love,2011,4356Typ82hUiFAynbLYbPn,USHER,220800,81,0.663,0.109,0.654
For the First Time,2011,2R4AlwtrrkMaRKojcTIzmL,Mac DeMarco,182306,82,0.551,0.0517,0.521
Honey Bee,2011,0gY2iq0xJPRoIB1PScKSw4,Blake Shelton,210720,64,0.481,0.0385,0.723
Don't You Wanna Stay,2011,7CZiLgkiVHhFcDkI2Y4lZ4,Jason Aldean,256440,62,0.445,0.0304,0.152
We Found Love,2011,6qn9YLKt13AGvpq9jfO8py,Rihanna,215226,84,0.734,0.0383,0.6
Pretty Girl Rock,2011,2Adn2LNgkHMH5TelQVAu4n,Keri Hilson,243920,65,0.666,0.246,0.9
Yoü and I,2011,1tuSpba0RXUMubHpAOWlMN,d4vd,152551,72,0.471,0.0392,0.363
Like a G6,2011,4DvhkX2ic4zWkQeWMwQ2qf,Far East Movement,216893,70,0.435,0.449,0.778
Without You,2011,1KMkcUvF7m3SDChDOa7i5L,The Kid LAROI,161384,77,0.662,0.0299,0.467
Back to December,2011,79uDOz0zuuWS7HWxzMmTa2,Taylor Swift,294189,84,0.497,0.0273,0.203
Teenage Dream,2011,7fesNTgTEMEH0ye8MOgEDY,Olivia Rodrigo,222358,85,0.422,0.0362,0.104
Crazy Girl,2011,1nVLAEzhBXMJLR5zAl90Nl,Eli Young Band,200706,71,0.366,0.031,0.257
Cheers (Drink to That),2011,3DDBW9yeXc0RQUAOBeKYti,Rihanna,261746,55,0.579,0.0401,0.739
Who Says,2011,3TcL0dyCMyr0kyTTc4NLgI,Selena Gomez & The Scene,195613,77,0.682,0.0479,0.744
Barefoot Blue Jean Night,2011,3ts6xK5GzfMAAriT9AIBmP,Jake Owen,167426,74,0.599,0.0402,0.812
Knee Deep,2011,60IGhnH20N82dNxKnc8jDd,Zac Brown Band,203173,76,0.715,0.0296,0.609
Country Girl (Shake It for Me),2011,0JbSghVDghtFEurrSO8JrC,Luke Bryan,225560,79,0.645,0.0462,0.671
Remind Me,2011,4ABua0yuWcpTotImEEJTaw,Brad Paisley,271906,59,0.485,0.0327,0.288
In the Dark,2011,2Zk3NTeP14Mc0Ub8xemjT4,Bleed The Wicked Menace,67220,68,0.72,0.0889,0.0377
Backseat,2011,3aGibUHhQyBsyumYHylw0K,Kendrick Lamar,212653,68,0.546,0.3,0.646
Headlines,2011,6LxSe8YmdPxy095Ux6znaQ,Drake,235986,80,0.636,0.106,0.425
Best Thing I Never Had,2011,3lBRNqXjPp2j3JMTCXDTNO,Beyoncé,253746,69,0.546,0.0324,0.298
Don't Wanna Go Home,2011,1r3myKmjWoOqRip99CmSj1,Jason Derulo,206080,63,0.671,0.0652,0.637
Where Them Girls At,2011,63rbP24OzfaQCJjsHWZXnY,David Guetta,210093,67,0.664,0.0396,0.555
She Ain't You,2011,3dhvQUA0NyrAea4vQ7X6Gn,Chris Brown,248106,61,0.634,0.128,0.619
Take a Back Road,2011,7B6m8tHAYZsOKOKMU5SR2n,Rodney Atkins,209426,66,0.581,0.0783,0.918
Please Don't Go,2011,6DHPLbudo5JXNdUlG7zDcC,Wyatt Flores,181498,77,0.683,0.05,0.452
Sure Thing,2011,0JXXNGljqupsJaZsgSbMZV,Miguel,195373,88,0.684,0.1,0.498
Price Tag,2011,5mvKuE9Lf9ARVXVXA32kK9,Jessie J,223053,64,0.638,0.182,0.685
God Gave Me You,2011,0w9LJae3sVlZlH2CnxTInF,Blake Shelton,229533,64,0.483,0.0314,0.543
She Will,2011,0b4M7hd7mzLTm99MrMeZsp,Lil Wayne,305840,70,0.364,0.119,0.0841
Are You Gonna Kiss Me or Not,2011,2TAcwD5KcV9uY3O1tLGV15,Thompson Square,184920,67,0.485,0.0288,0.613
Animal,2011,1fBl642IhJOE5U319Gy2Go,Neon Trees,212293,71,0.482,0.0449,0.74
You and Tequila,2011,1t2hJFgJyUPD2crOafMUEk,Kenny Chesney,242840,65,0.691,0.0256,0.35
Colder Weather,2011,3U8dHeggJ8IBe0UCb1gbyB,Zac Brown Band,273893,71,0.667,0.0294,0.199
My Last,2011,70tFuqBcduJv15bEnOPRTh,Big Sean,254120,56,0.387,0.17,0.368
Somebody That I Used To Know,2012,4wCmqSrbyCgxEXROQE6vtV,Gotye,244973,77,0.864,0.037,0.72
Call Me Maybe,2012,3TGRqZ0a2l1LRblBkJoaDx,Carly Rae Jepsen,193400,74,0.783,0.0408,0.66
We Are Young,2012,7a86XRg84qjasly9f6bPSD,fun.,250626,75,0.378,0.075,0.735
Payphone,2012,4P0osvTXoSYZZC2n8IFH3c,Maroon 5,231386,72,0.739,0.0394,0.523
Lights,2012,4IhTXiZLKATmwhMZIb1GQN,Tom Rosenthal,193749,79,0.44,0.0322,0.249
Glad You Came,2012,5yDL13y5giogKs2fSNf7sj,The Wanted,197935,79,0.722,0.0639,0.452
Stronger (What Doesn’t Kill You),2012,5DjhzU0xdCoIE8auxE0yoR,Almano,128479,42,0.656,0.0574,0.325
We Found Love,2012,6qn9YLKt13AGvpq9jfO8py,Rihanna,215226,84,0.734,0.0383,0.6
Starships,2012,1oHNvJVbFkexQc0BpQp7Y4,Nicki Minaj,210626,76,0.747,0.075,0.751
What Makes You Beautiful,2012,4cluDES4hQEUhmXj6TXkSo,One Direction,199986,85,0.726,0.0737,0.888
Wild Ones,2012,1NpW5kyvO4XrNJ3rnfcNy3,Flo Rida,232946,79,0.608,0.0554,0.437
Set Fire to the Rain,2012,73CMRj62VK8nUS4ezD2wvi,Adele,242973,82,0.603,0.0249,0.446
Sexy and I Know It,2012,0obBFrPYkSoBJbvHfUIhkv,LMFAO,199480,65,0.707,0.316,0.795
Some Nights,2012,6t6oULCRS6hnI7rm0h5gwl,fun.,277040,70,0.672,0.0506,0.392
Wide Awake,2012,5OLfObog5za3O71jQgZFsB,ODESZA,215039,64,0.616,0.0416,0.0694
Good Feeling,2012,2LEF1A8DOZ9wRYikWgVlZ8,Flo Rida,248133,78,0.706,0.0688,0.684
Whistle,2012,3bC1ahPIYt1btJzSSEyyrF,Flo Rida,224653,79,0.747,0.0453,0.739
One More Night,2012,4XNrMwGx1SqP01sqkGTDmo,Maroon 5,219466,72,0.718,0.0323,0.613
Drive By,2012,0KAiuUOrLTIkzkpfpn9jb9,Train,195973,79,0.765,0.032,0.721
The Motto,2012,4Kz4RdRCceaA9VgTqBhBfa,Drake,181573,76,0.766,0.356,0.39
Where Have You Been,2012,5WQQIDU3HRaMyPkob8mpFb,Rihanna,242680,75,0.719,0.0916,0.444
Everybody Talks,2012,2iUmqdfGZcHIhS3b9E9EWq,Neon Trees,177280,80,0.471,0.0586,0.725
Take Care,2012,124NFj84ppZ5pAxTuVQYCQ,Drake,277386,77,0.629,0.265,0.299
Titanium,2012,0lHAMNU8RGiIObScrsRgmP,David Guetta,245040,71,0.604,0.103,0.301
I Won't Give Up,2012,53QF56cjZA9RTuuMZDrSA6,Jason Mraz,240165,71,0.483,0.0429,0.139
It Will Rain,2012,0RUGuh2uSNFJpGMSsD1F5C,Bruno Mars,257720,71,0.576,0.0486,0.476
Mercy,2012,0AS63m1wHv9n4VVRizK6Hc,Shawn Mendes,208733,81,0.555,0.0827,0.356
Boyfriend,2012,59CfNbkERJ3NoTXDvoURjj,Dove Cameron,153000,81,0.345,0.0608,0.232
Party Rock Anthem,2012,0IkKz2J93C94Ei4BvDop7P,LMFAO,262173,70,0.75,0.142,0.359
Too Close,2012,5IFCyWplye09HytIP80RCF,Next,259440,69,0.847,0.0641,0.752
Part of Me,2012,1o5WgxPWvoVgo20DQItKOE,Noah Kahan,239027,70,0.689,0.0376,0.248
"Young, Wild & Free",2012,5HQVUIKwCEXpe7JIHyY734,Snoop Dogg,207333,77,0.715,0.137,0.531
We Are Never Ever Getting Back Together,2012,5YqltLsjdqFtvqE7Nrysvs,Taylor Swift,193146,79,0.567,0.175,0.716
As Long as You Love Me,2012,00WvmRXTkPBZNhhRK3xfdy,Backstreet Boys,214333,63,0.775,0.0281,0.753
Turn Me On,2012,1qzHqfvKrZWo6dVHM1dXrj,Norah Jones,154800,71,0.429,0.0551,0.485
Moves like Jagger,2012,7LcfRTgAVTs5pQGEQgUEzN,Maroon 5,201160,73,0.722,0.0471,0.62
Blow Me (One Last Kiss),2012,4k80K0b6KZ2QjAYkXON7q6,P!nk,255586,68,0.597,0.0439,0.729
Good Time,2012,1kPpge9JDLpcj15qgrPbYX,Owl City,205933,78,0.56,0.14,0.682
Give Your Heart a Break,2012,3sP3c86WFjOzHHnbhhZcLA,Demi Lovato,205346,72,0.651,0.0487,0.569
Niggas in Paris,2012,3toIQvmsGMcP4Y16VSMoZq,Alban Chela,120004,41,0.801,0.0489,0.563
The One That Got Away,2012,6hkOqJ5mE093AQf2lbZnsG,Katy Perry,227333,73,0.691,0.0355,0.876
Feel So Close,2012,1gihuPhrLraKYrJMAEONyc,Calvin Harris,206413,82,0.707,0.031,0.919
Someone like You,2012,1zwMYTA5nlNjZxYrvBB2pV,Adele,285240,80,0.556,0.0281,0.294
Scream,2012,2iJuuzV8P9Yz0VSurttIV5,will.i.am,283400,79,0.772,0.0696,0.501
Rack City,2012,0srwKuJPH8yBzzFUJMBQM2,Tyga,203200,68,0.929,0.371,0.273
Domino,2012,6MAdEUilV2p9RQUqE5bMAK,Jessie J,231693,67,0.757,0.0355,0.793
Gangnam Style,2012,03UrZgTINDqvnUMbbIMhql,PSY,219493,74,0.727,0.286,0.749
International Love,2012,62zFEHfAYl5kdHYOivj4BC,Pitbull,227280,78,0.67,0.0499,0.648
Home,2012,4iz9lGMjU1lXS51oPmUmTe,Kanye West,203493,82,0.667,0.189,0.918
Without You,2012,1KMkcUvF7m3SDChDOa7i5L,The Kid LAROI,161384,77,0.662,0.0299,0.467
Ass Back Home,2012,3bfqkspKABT4pPicm6wC9F,Gym Class Heroes,222213,62,0.716,0.0513,0.646
Wanted,2012,0p1BcEcYVO3uk4KDf3gzkY,Hunter Hayes,228840,68,0.421,0.0298,0.3
Drunk on You,2012,3kv6omImmKEfOVJWjstusF,Luke Bryan,213546,67,0.558,0.0449,0.472
No Lie,2012,48QmG1dfvMuYLxMPt7KSRA,Sean Paul,221176,82,0.742,0.117,0.463
Want U Back,2012,6E11E0lT5Zy7yb6iT3y8DN,Cher Lloyd,214573,63,0.694,0.0949,0.563
Don't Wake Me Up,2012,18VfHIPaCo0s6FTi1Fnp6T,Chris Brown,222306,63,0.602,0.051,0.206
Dance (A$$),2012,3ZAMtgYJFoHwJjFkhkXqKr,Big Sean,220293,62,0.787,0.35,0.739
Springsteen,2012,05ZACkzW8YbRq3eFgIfSNB,Eric Church,263386,76,0.692,0.0255,0.927
Brokenhearted,2012,4urcG6Nfubqsuqy3juMjBi,Karmin,227146,62,0.765,0.0585,0.886
Not Over You,2012,6j7hih15xG2cdYwIJnQXsq,Gavin DeGraw,218520,66,0.63,0.0544,0.364
Stereo Hearts,2012,0qOnSQQF0yzuPWsXrQ9paz,Gym Class Heroes,210960,83,0.646,0.0976,0.796
Back in Time,2012,6KVyd6WJOcjvr0HVKWfHa6,Borrtex,85399,63,0.523,0.0404,0.277
Work Out,2012,2wAJTrFhCnQyNSD3oUgTZO,J. Cole,235320,83,0.831,0.106,0.216
Rumour Has It,2012,2A73XBDBQgmdXO8VsXPWIs,Adele,223266,69,0.612,0.0446,0.574
Let's Go,2012,5GCU2LJWPzoP8Q6nexs61z,Key Glock,140106,69,0.673,0.0677,0.303
Good Girl,2012,5LisHkYlpdkqNYl1HZ5cKd,Morgan Wallen,175031,69,0.558,0.0273,0.134
Pontoon,2012,2Gy3XMLbBxACZ4tXdFRGr7,Little Big Town,212320,66,0.721,0.0269,0.867
Ho Hey,2012,0W4Kpfp1w2xkY3PrV714B7,The Lumineers,163133,77,0.685,0.0304,0.353
Paradise,2012,6nek1Nin9q48AVZcWs9e9D,Coldplay,278719,84,0.449,0.0268,0.212
Blown Away,2012,0vFMQi8ZnOM2y8cuReZTZ2,Carrie Underwood,240133,64,0.531,0.0429,0.392
Rolling in the Deep,2012,1c8gk2PeTE04A1pIDH9YMk,Adele,228093,81,0.73,0.0298,0.507
Climax,2012,5pyVqlqThcxI7tPDjHIzPh,USHER,232906,62,0.647,0.0782,0.333
"Work Hard, Play Hard",2012,4x21i55Ha24y24Xl22sNZj,Wiz Khalifa,219026,0,0.787,0.0485,0.484
Let Me Love You (Until You Learn to Love Yourself),2012,4kte3OcW800TPvOVgrLLj8,Ne-Yo,251626,69,0.658,0.0393,0.248
Pound the Alarm,2012,0LohatbcUXRauoeMlR1jnS,Nicki Minaj,205640,62,0.728,0.0609,0.591
Come Over,2012,2P8i4ibQlXovki9IIPPubS,Noah Kahan,197821,67,0.624,0.0365,0.438
Heart Attack,2012,1V6gIisPpYqgFeWbMLI0bA,Demi Lovato,210840,81,0.504,0.104,0.502
Drank in My Cup,2012,3m8CQnnfJJp4eQMWWl3zay,Kirko Bangz,232160,65,0.451,0.297,0.234
Birthday Cake,2012,7dDrR6vMK1JAwZZ5MIWgme,Dylan Conrique,205280,72,0.436,0.0364,0.15
So Good,2012,6kxaaIeowajN7w21PfMLbu,Halsey,176058,69,0.576,0.0449,0.311
50 Ways to Say Goodbye,2012,2NniAhAtkRACaMeYt48xlD,Train,247946,68,0.591,0.0478,0.736
Red Solo Cup,2012,4YKAOXyqkKZ5gOZR0AmVMN,Toby Keith,223386,66,0.535,0.0901,0.785
Love You like a Love Song,2012,0laYHRpNTS6i8FXdupHkJ4,Selena Gomez & The Scene,188453,82,0.858,0.0469,0.922
Turn Up the Music,2012,1RMRkCn07y2xtBip9DzwmC,Chris Brown,227973,64,0.594,0.102,0.643
Die Young,2012,7EQGXaVSyEDsCWKmUcfpLk,Kesha,211920,79,0.711,0.046,0.801
5 O'Clock,2012,42EMFjvFtOki8MA0JNZqVK,T-Pain,281280,60,0.523,0.227,0.353
