Song,Year,ID,Artists,Duration,Popularity,Danceability,Speechiness,Valence
All Summer Long,2008,5rX6C5QVvvZB7XckETNych,Kid Rock,297586,74,0.7,0.0283,0.887
Can't Help but Wait,2008,5k3VjTwIsOjQ2woGz3Yx71,Trey Songz,206413,69,0.699,0.0737,0.611
In Love with a Girl,2008,3zcmWxxUA7Em7X3IBqZGUo,Gavin DeGraw,206000,52,0.438,0.0438,0.684
My Life,2008,4ZoBC5MhSEzuknIgAkBaoT,Billy Joel,284000,73,0.741,0.0427,0.804
I Remember,2008,4KULAymBBJcPRpk1yO4dOG,Zach Bryan,227195,92,0.429,0.0459,0.155
Flashing Lights,2008,5TRPicyLGbAF2LGBFbHGvO,Kanye West,237506,87,0.639,0.0399,0.43
Mrs. Officer,2008,0EHR9OObFtjlhQB8wSt1m7,Lil Wayne,286906,68,0.92,0.191,0.947
7 Things,2008,5ecZWU5uQOiCVSnPxBZNmT,Miley Cyrus,213453,65,0.59,0.0363,0.542
You're Gonna Miss This,2008,7Efs0OIW6zgQyH7ehKZYpN,Trace Adkins,224960,64,0.5,0.0355,0.32
Love Remains the Same,2008,5iqk123OZlVkvSiTRiz4p5,Gavin Rossdale,249440,42,0.406,0.0344,0.109
Feels Like Tonight,2008,2ybT2tUk0uqrjFE3ppf0et,Daughtry,238733,48,0.482,0.0459,0.351
The Way I Are,2008,2bLqfJjuC5syrsgDsZfGmn,Timbaland,179120,83,0.731,0.1,0.765
Addicted,2008,3pxCXv0NACYfYnLjFcQW5D,Saving Abel,222826,70,0.512,0.0338,0.527
Into the Night,2008,0rhyBUAgNXwdyvGVXSrLzc,Benny Mardones,271800,58,0.435,0.0388,0.51
Heaven Sent,2008,0kuP3lMxCikBd7nPBIdjv8,Tevomxntana,150000,75,0.379,0.0542,0.222
She Got It,2008,11WuptzKtcVfPMYaf5aook,2 Pistols,274053,51,0.53,0.106,0.269
Boom Boom Pow,2009,3opVsyWVYEAFK9bJAG8Opa,Black Eyed Peas,251440,67,0.866,0.0664,0.408
Poker Face,2009,5R8dQOPq8haW94K7mgERlO,Lady Gaga,237200,78,0.851,0.0787,0.787
Just Dance,2009,2x7MyWybabEz6Y6wvHuwGE,Lady Gaga,241933,76,0.822,0.0311,0.745
I Gotta Feeling,2009,2H1047e0oMSj10dgp7p2VG,Black Eyed Peas,289133,76,0.744,0.0265,0.61
Love Story,2009,3CeCwYWvdfXbZLXFhBrbnf,Taylor Swift,235766,84,0.626,0.0311,0.416
Right Round,2009,3GpbwCm3YxiWDvy29Uo3vP,Flo Rida,204640,77,0.72,0.0551,0.705
I’m Yours,2009,0RqGYIeMXGZFhQ3bHIGcFn,Jason Mraz,242040,0,0.698,0.0442,0.68
Single Ladies (Put A Ring On It),2009,2ZBNclC5wm4GtiWaeh0DMx,Beyoncé,193213,67,0.426,0.296,0.272
Heartless,2009,4EWCNWgDS8707fNSZ1oaA5,Kanye West,211000,87,0.79,0.136,0.654
Gives You Hell,2009,6ihL9TjfRjadfEePzXXyVF,The All-American Rejects,213106,72,0.718,0.0387,0.552
You Belong with Me,2009,1qrpoAMXodY6895hGKoUpA,Taylor Swift,231124,85,0.632,0.0346,0.474
Dead and Gone,2009,7IhsLJMqdxoo7YAZjaSMru,T.I.,299746,69,0.713,0.259,0.47
You Found Me,2009,4IoYz8XqqdowINzfRrFnhi,The Fray,241853,74,0.338,0.0413,0.4
Use Somebody,2009,5VGlqQANWDKJFl0MBG3sg2,Kings of Leon,230760,78,0.276,0.0432,0.173
Knock You Down,2009,58FUwmyGUqkt53YPUcm7cJ,Keri Hilson,326186,67,0.588,0.16,0.645
Blame It,2009,08uGhvS5MfBk7crUCpnjva,Jamie Foxx,289746,68,0.673,0.103,0.362
I Know You Want Me (Calle Ocho),2009,13plQdOoWSSXPRUSZc5FuM,Pitbull,237120,72,0.817,0.145,0.833
Live Your Life,2009,3jlbL2OTD5YmIunYzgQTAN,T.I.,338853,75,0.375,0.255,0.478
Kiss Me thru the Phone,2009,2q4rjDy9WhaN3o9MvDbO21,Soulja Boy,193386,79,0.758,0.112,0.795
Down,2009,6cmm1LMvZdB5zsCwX5BjqE,Jay Sean,212506,79,0.727,0.0286,0.728
The Climb,2009,0V8FYVlBFuXXTIvRnMbZyS,Miley Cyrus,236066,70,0.327,0.0336,0.329
Best I Ever Had,2009,3QLjDkgLh9AOEHlhQtDuhs,Drake,257690,79,0.395,0.375,0.558
My Life Would Suck Without You,2009,4Dm32oO01YpIubCHaAtKkN,Kelly Clarkson,211493,69,0.526,0.0509,0.424
Halo,2009,4JehYebiI9JE8sR8MisGVb,Beyoncé,261640,76,0.508,0.0628,0.472
Hot n Cold,2009,1y4eb6hmAvsqlDOl3fx9kk,Katy Perry,220226,72,0.706,0.0418,0.861
Second Chance,2009,0CwYG1UnRmOx8Q1EzElCIL,Shinedown,222066,70,0.46,0.0333,0.182
Circus,2009,4GL9GMX9t7Qkprvf1YighZ,Travis Scott,258842,81,0.682,0.0327,0.248
Day 'n' Nite,2009,5wfllwdjglyQislkskYLBv,Kid Cudi,221240,74,0.881,0.0646,0.804
Party in the U.S.A.,2009,5Q0Nhxo0l2bP3pNjpGJwV1,Miley Cyrus,202066,79,0.652,0.042,0.47
Don't Trust Me,2009,5xz9GcQI6wDVjSFneT8J6n,the booyah! kids,120000,49,0.71,0.0502,0.842
Run This Town,2009,7LR85XLWw2yXqKBSI5brbG,JAY-Z,267520,80,0.632,0.29,0.441
Let It Rock,2009,6TrNRd98WksT9Kkmx9uj6R,Kevin Rudolf,231173,67,0.607,0.0397,0.434
Fire Burning,2009,2oENJa1T33GJ0w8dC167G4,Sean Kingston,239986,73,0.839,0.0329,0.888
Whatcha Say,2009,67T6l4q3zVjC5nZZPXByU8,Jason Derulo,221253,67,0.615,0.0779,0.711
LoveGame,2009,0TcJ7QWpggdSg8t0fHThHm,Lady Gaga,216333,71,0.894,0.0523,0.844
Waking Up in Vegas,2009,6fvxos1qSHrIgOkKw4dhWS,Katy Perry,199186,56,0.524,0.0346,0.59
Birthday Sex,2009,4NpDZPwSXmL0cCTaJuVrCw,Jeremih,226506,70,0.679,0.0427,0.445
Sober,2009,6YuFv5d7iGeNnFMu6xphZl,Childish Gambino,252013,71,0.701,0.0301,0.423
Womanizer,2009,4fixebDZAVToLbUCuEloa2,Britney Spears,224400,77,0.724,0.0622,0.235
Whatever You Like,2009,1IAzD1muglOxOcPbUHs70R,T.I.,249533,75,0.68,0.0709,0.467
Obsessed,2009,3IcIIZMMS7UArJJPtEHXG8,Mariah Carey,242200,69,0.742,0.0625,0.369
Mad,2009,0QHEIqNKsMoOY5urbzN48u,Meghan Trainor,134256,84,0.838,0.0665,0.884
Good Girls Go Bad,2009,7kMfu3KUydmrFVGEAhjtyl,Cobra Starship,196413,66,0.594,0.0815,0.628
Love Lockdown,2009,1kxeWHF9PrCVZHvVskv8lg,Kanye West,270306,66,0.76,0.0323,0.112
So What,2009,0JiY190vktuhSGN6aqJdrt,P!nk,215160,78,0.534,0.0425,0.462
Hotel Room Service,2009,0OPyDgTRuIdCJ9B4bYSths,Pitbull,237600,73,0.85,0.227,0.738
Crack a Bottle,2009,4dK00wCxlqWEeN8BoM1BHT,Eminem,297520,72,0.516,0.186,0.391
If I Were a Boy,2009,26NX1wPt1TRCH536yocd6i,Beyoncé,249146,67,0.632,0.0313,0.427
Turnin Me On,2009,02Df1JGm5Sjh2GmRAl5ClR,Blake Shelton,288573,47,0.628,0.0287,0.276
I Hate This Part,2009,3tSuRiNgJmMqmYR23dCqnR,The Pussycat Dolls,218400,66,0.756,0.0317,0.452
Gotta Be Somebody,2009,06T10fEzN8ZCcqzQZYA184,Nickelback,252653,65,0.536,0.0601,0.205
Please Don't Leave Me,2009,2gnZad0pb6QtUqMLTj2AjI,P!nk,231560,63,0.588,0.0377,0.745
Paparazzi,2009,7Hqig8kp32q2Ire3ECQvWM,Lady Gaga,208306,73,0.762,0.0438,0.397
Beautiful,2009,2rxQMGVafnNaRaXlRMWPde,Luke Combs,193200,82,0.551,0.0262,0.382
Viva la Vida,2009,1mea3bSkSGXuIRvnydlB5b,Coldplay,242373,87,0.486,0.0287,0.417
Right Now (Na Na Na),2009,5Ravsw8TmHN5wBiYPPYUFw,Akon,240746,78,0.829,0.152,0.586
Battlefield,2009,1Nme6K1PYAh7p7uygyuRdf,Jordin Sparks,241920,56,0.613,0.0339,0.37
Sugar,2009,2TfSHkHiFO4gRztVIkggkE,Fall Out Boy,229093,79,0.494,0.0843,0.574
Miss Independent,2009,34ceTg8ChN5HjrqiIYCn9Q,Ne-Yo,232000,78,0.673,0.115,0.713
Fireflies,2009,3DamFFqW32WihKkTVlwTYQ,Owl City,228346,79,0.512,0.0439,0.472
New Divide,2009,6Wx88Mv6b9ofjKMKkdwOJd,Linkin Park,268613,71,0.493,0.0362,0.38
Empire State of Mind,2009,2igwFfvr1OAGX9SKDCPBwO,JAY-Z,276920,83,0.491,0.392,0.811
No Surprise,2009,10nyNJ6zNy2YVYLrcwLccB,Radiohead,229120,83,0.255,0.0278,0.118
She Wolf,2009,4cS2HQ6jK80vqdY9ofpztx,Shakira,188866,76,0.865,0.0443,0.867
Break Up,2009,4kV4N9D1iKVxx1KLvtTpjS,Ariana Grande,190440,77,0.726,0.0917,0.335
Sweet Dreams,2009,1TfqLAPs4K3s2rJMoCokcS,Eurythmics,216933,84,0.692,0.0317,0.875
Every Girl,2009,3l4cnZdtNbVZgV3ICYh1Ni,Turnpike Troubadours,225920,58,0.482,0.0336,0.81
Fallin' for You,2009,1le5KVGTF1xWf2aUj7ruLy,Colbie Caillat,215546,60,0.644,0.0275,0.593
Untouched,2009,0KlahhzNb98zyN83Vwae0l,The Veronicas,255360,64,0.557,0.234,0.442
If Today Was Your Last Day,2009,4QJLKU75Rg4558f4LbDBRi,Nickelback,249066,69,0.485,0.0355,0.568
Throw It in the Bag,2009,6c0GmyBsE7mQtrVvxJaWc3,Fabolous,231573,59,0.789,0.0473,0.696
Love Drunk,2009,20X9OeC606XNwEtDBOym5u,BOYS LIKE GIRLS,226706,64,0.44,0.141,0.412
I Love College,2009,1akgiRM3mN2nxu2AX6ACCW,Asher Roth,241933,59,0.713,0.243,0.664
If U Seek Amy,2009,2hdy9Wt9qp7M7d0U3ossu2,Britney Spears,216520,72,0.717,0.0339,0.544
Big Green Tractor,2009,4KAzYqfcijCSZa2P3etHoM,Jason Aldean,204200,69,0.623,0.028,0.579
White Horse,2009,7MSWxMumjz6lHj7oRApNbg,Chris Stapleton,267893,80,0.353,0.0493,0.224
Disturbia,2009,2VOomzT6VavJOGBeySqaMc,Rihanna,238626,79,0.707,0.0571,0.722
21 Guns,2009,64yrDBpcdwEdNY9loyEGbX,Green Day,321093,77,0.268,0.0355,0.416
Turn My Swag On,2009,6ATrsVaZT7XjkCynxM8cTS,Soulja Boy,206333,62,0.546,0.0269,0.489
Rockin' That Thang,2009,3oJJ1dQBxiFYGMQSe2SluG,The-Dream,221933,38,0.674,0.0432,0.63
Chicken Fried,2009,0LQtEJt7x0s6knb6RKdRYc,Zac Brown Band,238146,80,0.566,0.0418,0.805
Diva,2009,5Ssv6DaKrW0HczVqx6zXdl,Beyoncé,200613,65,0.875,0.317,0.861
Replay,2009,5vlEg2fT4cFWAqU5QptIpQ,Iyaz,182306,73,0.706,0.0708,0.195
Then,2009,3XKbdb9GB6u3hsnUklQTav,Brad Paisley,321640,61,0.493,0.0299,0.3
Her Diamonds,2009,3LtwmK1OfN0dGs9jf3qSjn,Rob Thomas,280000,56,0.555,0.0604,0.865
How Do You Sleep?,2009,6b2RcmUt1g9N9mQ3CbjX2Y,Sam Smith,202204,71,0.477,0.0925,0.345
3,2009,5cc9Zbfp9u10sfJeKZ3h16,Childish Gambino,234215,80,0.664,0.289,0.659
Forever,2009,6IBcOGPsniK3Pso1wHIhew,Luke Combs,232533,79,0.487,0.0253,0.456
One Time,2009,6eDApnV9Jdb1nYahOlbbUh,Justin Bieber,215866,73,0.691,0.0372,0.762
I Run to You,2009,2YVCkTYJpv5jelYrHYoEG8,Lady A,256013,59,0.655,0.034,0.378
I Do Not Hook Up,2009,2I5CPUnMIKjEXeg61OI9uV,Kelly Clarkson,200346,47,0.502,0.13,0.35
Green Light,2009,6ie2Bw3xLj2JcGowOlcMhb,Lorde,234652,74,0.594,0.0957,0.253
People Are Crazy,2009,5JnLiuMgRAWoHYOhatFP3s,Billy Currington,231360,69,0.651,0.0265,0.36
Whatever It Is,2009,33kKQSeqM2ecEcKF0LNSRT,Zac Brown Band,208213,69,0.686,0.0284,0.72
Already Gone,2009,5zCunX8URvLoBHlg1Fnjv6,Sleeping At Last,243007,69,0.418,0.0451,0.298
Goodbye,2009,0t3ZvGKlmYmVsDzBJAXK8C,Post Malone,174853,80,0.548,0.081,0.163
Say Hey (I Love You),2009,383B8ksM58jbV3HbiRJo0K,Michael Franti & Spearhead,235760,65,0.738,0.0852,0.957
Pop Champagne,2009,5lrOsw7J8R7shum7A4j36t,Jim Jones,215973,45,0.61,0.294,0.463
Pretty Wings,2009,22NLm3IIR9NLG0cUYtmHMW,Maxwell,310520,62,0.563,0.0668,0.2
Never Say Never,2009,5GYbkDveRD2I8M5ZJ14hWn,Justin Bieber,227853,73,0.739,0.0652,0.632
TiK ToK,2010,0HPD5WQqrq7wPWR7P7Dw1i,Kesha,199693,83,0.755,0.142,0.714
Need You Now,2010,11EX5yhxr9Ihl3IN1asrfK,Lady A,277573,71,0.587,0.0303,0.231
"Hey, Soul Sister",2010,4HlFJV71xXKIGcU3kRyttv,Train,216773,84,0.673,0.0431,0.795
California Gurls,2010,6KOEK6SeCEZOQkLj5M1PxH,Katy Perry,234653,72,0.788,0.0536,0.403
OMG,2010,65FftemJ1DbbZ45DUfHJXE,NewJeans,212253,87,0.804,0.0433,0.739
Airplanes,2010,6lV2MSQmRIkycDScNtrBXO,B.o.B,180480,77,0.66,0.116,0.377
Love The Way You Lie,2010,15JINEqzVMv3SvJTAXAKED,Eminem,263373,84,0.749,0.227,0.641
Bad Romance,2010,0SiywuOBRcynK0uKGWdCnn,Lady Gaga,294573,83,0.696,0.0363,0.714
Dynamite,2010,1DqdF42leyFIzqNDv9CjId,Taio Cruz,203866,71,0.754,0.0853,0.818
Break Your Heart,2010,1CdqVF1ywD0ZO1zXtB9yWa,Taio Cruz,186266,68,0.666,0.028,0.629
Nothin' on You,2010,59dLtGBS26x7kc0rHbaPrq,B.o.B,268320,78,0.688,0.0493,0.743
I Like It,2010,58q2HKrzhC3ozto2nDdN4z,Cardi B,253390,79,0.816,0.129,0.65
BedRock,2010,3iL2l5gUqyPS6vDwJFgJTR,Young Money,288133,71,0.733,0.295,0.557
In My Head,2010,2RJAKIw6nIkgZVsAIKhmqz,Juice WRLD,192000,73,0.633,0.0467,0.35
Rude Boy,2010,60jzFy6Nn4M0iD1d94oteF,Rihanna,222920,79,0.563,0.127,0.812
Telephone,2010,0JIMT9gzLIIz0esKLyjbKf,Vacations,212432,82,0.526,0.0274,0.183
Teenage Dream,2010,7fesNTgTEMEH0ye8MOgEDY,Olivia Rodrigo,222358,85,0.422,0.0362,0.104
Just the Way You Are,2010,7BqBn9nzAq8spo5e7cZ0dJ,Bruno Mars,220734,85,0.635,0.0422,0.424
Cooler Than Me,2010,2V4bv1fNWfTcyRJKmej6Sj,Mike Posner,213293,77,0.768,0.0474,0.625
Imma Be,2010,0oJMv049q8hEkes9w0L1J4,Black Eyed Peas,257560,67,0.597,0.366,0.413
Empire State of Mind,2010,2igwFfvr1OAGX9SKDCPBwO,JAY-Z,276920,83,0.491,0.392,0.811
DJ Got Us Fallin' in Love,2010,4356Typ82hUiFAynbLYbPn,USHER,220800,81,0.663,0.109,0.654
Billionaire,2010,2qPUnoasNe4Ep43emVXEig,Travie McCoy,211160,74,0.633,0.258,0.659
Not Afraid,2010,7Ie9W94M7OjPoZVV216Xus,Eminem,248133,80,0.855,0.264,0.668
Replay,2010,5vlEg2fT4cFWAqU5QptIpQ,Iyaz,182306,73,0.706,0.0708,0.195
Sexy Bitch,2010,6Kno4uNX95c15XhUOJbiDn,David Guetta,195853,0,0.813,0.0486,0.801
Breakeven,2010,285hMzLhJwHVLe9QT9qilk,The Script,261426,75,0.63,0.0242,0.491
Your Love Is My Drug,2010,6vc2Jq2vaGu8z326kSrw92,Kesha,187133,71,0.826,0.0982,0.756
I Gotta Feeling,2010,2H1047e0oMSj10dgp7p2VG,Black Eyed Peas,289133,76,0.744,0.0265,0.61
Fireflies,2010,3DamFFqW32WihKkTVlwTYQ,Owl City,228346,79,0.512,0.0439,0.472
Say Aah,2010,2fQ6sBFWaLv2Gxos4igHLy,Trey Songz,207546,63,0.724,0.113,0.81
Find Your Love,2010,4BycRneKmOs6MhYG9THsuX,Drake,208946,69,0.627,0.17,0.758
Alejandro,2010,4lwavw59UjXUPJZtKNdFYp,Lady Gaga,274213,69,0.626,0.046,0.369
Ridin' Solo,2010,6BaxqcoEM9r3LXisTyJjST,Jason Derulo,215746,65,0.442,0.146,0.578
Just a Dream,2010,3ZdJffjzJWFimSQyxgGIxN,Nelly,237800,76,0.531,0.0305,0.103
How Low,2010,1WtTLtofvcjQM3sXSMkDdX,Ludacris,201586,63,0.785,0.0533,0.418
Like a G6,2010,4DvhkX2ic4zWkQeWMwQ2qf,Far East Movement,216893,70,0.435,0.449,0.778
Carry Out,2010,2DHc2e5bBn4UzY0ENVFrUl,Timbaland,232466,69,0.531,0.113,0.272
Haven't Met You Yet,2010,4fIWvT19w9PR0VVBuPYpWA,Michael Bublé,244586,71,0.615,0.0335,0.796
Club Can't Handle Me,2010,6ebkx7Q5tTxrCxKq4GYj0Y,Flo Rida,234560,79,0.616,0.0327,0.473
Down,2010,6cmm1LMvZdB5zsCwX5BjqE,Jay Sean,212506,79,0.727,0.0286,0.728
Bulletproof,2010,6w7ily4cFWEPO0XWFQYeUO,Godsmack,177048,67,0.39,0.133,0.644
Whatcha Say,2010,67T6l4q3zVjC5nZZPXByU8,Jason Derulo,221253,67,0.615,0.0779,0.711
Baby,2010,7yNf9YjeO5JXUE3JEBgnYc,Dominic Fike,97960,82,0.762,0.11,0.847
