Song,Year,ID,Artists,Duration,Popularity,Danceability,Speechiness,Valence
I Think They Like Me,2006,5a4AQWs84xeEyYUd1iC2Pn,Dem Franchize Boyz,282093,53,0.781,0.373,0.679
Say Goodbye,2006,5F7IJrXD6Fa3EmqoYE0gU4,Chris Brown,289760,68,0.8,0.0371,0.388
Waiting on the World to Change,2006,5imShWWzwqfAJ9gXFpGAQh,John Mayer,201173,75,0.578,0.115,0.663
Soul Survivor,2006,0Ss50OU9tCozI7JIywkv14,Jeezy,280013,66,0.682,0.0451,0.108
Pump It,2006,6btyEL6NwUa97Nex9cZFvo,Black Eyed Peas,213066,70,0.649,0.181,0.744
When I'm Gone,2006,4ObFZEXHQJcc8WQtqbCupZ,LECADE,130685,73,0.446,0.283,0.502
Hung Up,2006,3850dYVgOFIXJh5U4BFEWH,Madonna,337733,76,0.649,0.0452,0.405
Stay Fly,2006,5MYFw4T2gy52pOGBN4EYHS,Three 6 Mafia,236600,69,0.789,0.0331,0.647
Love,2006,26QLJMK8G0M06sk7h7Fkse,Olivia Rodrigo,154516,87,0.52,0.0968,0.677
When You're Mad,2006,5FXOEdfNW7nYQrBWtW49Cl,Ne-Yo,222000,56,0.66,0.215,0.436
Why You Wanna,2006,1g0oI97rPdYuWDIpkbtQdv,T.I.,215000,58,0.802,0.192,0.654
Stupid Girls,2006,1Ab6RxeKl3e07zP7Get7CX,P!nk,197173,59,0.683,0.071,0.566
Feel Good Inc.,2006,0d28khcov6AiegSCpG5TuT,Gorillaz,222640,84,0.818,0.177,0.772
I'm Sprung,2006,0DLOyyQvwPTSDKuhpzMMwA,T-Pain,231040,72,0.728,0.0999,0.195
Do I Make You Proud,2006,3lxFENvLW8nxXAbNfkZ7IJ,Taylor Hicks,248693,34,0.463,0.0316,0.308
For You I Will (Confidence),2006,3vvaEE4L5JQb6rakhGNQL0,Fellowship Church,375498,23,0.197,0.0377,0.106
Irreplaceable,2007,6RX5iL93VZ5fKmyvNXvF1r,Beyoncé,227853,72,0.447,0.382,0.509
Umbrella,2007,2yPoXCs7BSIUrucMdK5PzV,Rihanna,275986,73,0.583,0.134,0.575
The Sweet Escape,2007,66ZcOcouenzZEnzTJvoFmH,Gwen Stefani,246466,74,0.756,0.0343,0.73
Big Girls Don’t Cry,2007,4AniPkv5vgdE1n6VKreiyI,Fergie,268120,67,0.707,0.0337,0.249
Buy U A Drank (Shawty Snappin’),2007,1tkMs9wDPknQ3ZHcKDw1ES,T-Pain,227960,77,0.693,0.119,0.605
Before He Cheats,2007,0ZUo4YjG4saFnEJhdWp9Bt,Carrie Underwood,199946,80,0.519,0.0405,0.29
Hey There Delilah,2007,4RCWB3V8V0dignt99LZ8vH,Plain White T's,232533,79,0.656,0.0293,0.298
I Wanna Love You,2007,0CXVjQI9wsqaGeIARkkpYc,Akon,247066,75,0.866,0.0414,0.368
Say It Right,2007,2aI21FnmY7TJVKeMaoQZ0t,Nelly Furtado,223080,82,0.872,0.139,0.809
Glamorous,2007,4KTtYhxFtFL7mBwnjkKfLm,Fergie,246573,72,0.81,0.199,0.625
Don't Matter,2007,7I6DceMT3utDOHjcYCbrr4,Akon,293053,75,0.798,0.0403,0.354
Girlfriend,2007,45hOioMDJktr86iKDHC8gr,Avril Lavigne,216600,76,0.56,0.102,0.669
Makes Me Wonder,2007,1lHXlGlve5Zx8tXLhyjDwM,Maroon 5,211080,58,0.803,0.0357,0.881
Party Like a Rockstar,2007,07SajbxT3mMTKhbkGjVMBW,SHOP BOYZ,214640,42,0.656,0.0441,0.784
Smack That,2007,2kQuhkFX7uSVepCD3h29g5,Akon,212360,84,0.939,0.0467,0.924
This Is Why I'm Hot,2007,4Js2MCBgl8wupEjKewj0kT,DLU Kemp,151405,58,0.674,0.471,0.861
It's Not Over,2007,234RqTZmnDTnxWlVciXHLD,Daughtry,215026,65,0.428,0.0618,0.294
The Way I Are,2007,2bLqfJjuC5syrsgDsZfGmn,Timbaland,179120,83,0.731,0.1,0.765
Fergalicious,2007,1D066zixBwqFYqBhKgdPzp,Fergie,292373,70,0.906,0.317,0.829
Crank That (Soulja Boy),2007,66TRwr5uJwPt15mfFkzhbi,Soulja Boy,221933,77,0.736,0.0786,0.803
Give It to Me,2007,0wbDgMuAoy7O7pL3a69uZx,Timbaland,234026,77,0.975,0.0632,0.815
What Goes Around... Comes Around,2007,3pD0f7hSJg2XdQ6udw5Tey,Justin Timberlake,448573,74,0.687,0.0709,0.432
Cupid's Chokehold,2007,2Lhdl74nwwVGOE2Gv35QuK,Gym Class Heroes,243773,77,0.72,0.12,0.619
How to Save a Life,2007,5fVZC9GiM4e8vu99W0Xf6J,The Fray,262533,81,0.64,0.0379,0.361
Home,2007,4iz9lGMjU1lXS51oPmUmTe,Kanye West,203493,82,0.667,0.189,0.918
My Love,2007,3vkCueOmm7xQDoJ17W1Pm3,Mitski,137773,85,0.504,0.0321,0.121
Stronger,2007,0j2T0R9dR9qdJYsB7ciXhf,Kanye West,311866,83,0.617,0.153,0.49
We Fly High,2007,3RGyFugqjQjlL8XX0NW8dZ,Jim Jones,236080,54,0.506,0.38,0.461
U + Ur Hand,2007,1iOJQhxKSJ7dg3Dk03yPnl,P!nk,214386,67,0.709,0.0528,0.886
Walk It Out,2007,6PBAPjshd2JfEiWpdf3C2a,Unk,173040,59,0.794,0.0813,0.706
Beautiful Girls,2007,1hGy2eLcmC8eKx7qr1tOqx,Sean Kingston,225373,79,0.762,0.0687,0.769
"This Ain't a Scene, It's an Arms Race",2007,1oagRT7LfpVlNJN6FSZDGp,Fall Out Boy,212040,71,0.435,0.0636,0.408
Bartender,2007,1RGIjMFMgJxkZHMDXVYzOJ,T-Pain,238800,74,0.832,0.0628,0.436
"Pop, Lock & Drop It",2007,6DbqCKweKwVkHgRv1CI53D,Huey,261026,56,0.723,0.222,0.645
Runaway Love,2007,1xgN9KBVVoTNygpYjpXnvH,Justin Bieber,212573,56,0.754,0.0316,0.924
Rockstar,2007,0e7ipj03S05BNilyu5bRzt,Post Malone,218146,85,0.585,0.0712,0.129
Thnks fr th Mmrs,2007,3Zwu2K0Qa5sT6teCCHPShP,Fall Out Boy,203506,80,0.459,0.0623,0.588
What I've Done,2007,18lR4BzEs7e3qzc0KVkTpU,Linkin Park,205613,81,0.623,0.0324,0.287
Summer Love,2007,1MBM7CyZbwJpVbbZJnHHRg,Justin Timberlake,252973,70,0.606,0.087,0.477
You,2007,5W4kiM2cUYBJXKRudNyxjW,Morgan Wallen,157477,84,0.732,0.0345,0.629
Wait for You,2007,0U969xYNlAyfzi8P1TaO7u,Elliott Yamin,261320,59,0.764,0.0281,0.352
Last Night,2007,59uQI0PADDKeE6UZDTJEe8,Morgan Wallen,163854,87,0.517,0.0357,0.518
Make It Rain,2007,4JPCdSaqs9dJd7RatFSHww,Fat Joe,247413,62,0.744,0.197,0.767
Make Me Better,2007,0YkJU6TjjwzsVXUPRIO0DB,Fabolous,253573,62,0.607,0.0995,0.562
Ice Box,2007,5qhlC4Rzals34zxovrPzKp,Omarion,256426,59,0.775,0.134,0.821
Lips of an Angel,2007,40LQiUUUKXVGyNs09lHVjW,Hinder,261853,73,0.476,0.0343,0.251
Waiting on the World to Change,2007,5imShWWzwqfAJ9gXFpGAQh,John Mayer,201173,75,0.578,0.115,0.663
Lost Without U,2007,4V2F0DZrAXOWq9hkwMMG3x,Robin Thicke,254146,65,0.664,0.118,0.816
I'm a Flirt,2007,6w1DBbA8akxHPiBQ6nAyJq,R. Kelly,330600,60,0.835,0.102,0.902
If Everyone Cared,2007,44w63XqGr3sATAzOnOySgF,Nickelback,218013,59,0.519,0.0354,0.211
Get It Shawty,2007,2a03afRiyAbNAleOByVju4,Lloyd,209533,65,0.822,0.241,0.674
Face Down,2007,4wzjNqjKAKDU82e8uMhzmr,The Red Jumpsuit Apparatus,192000,77,0.545,0.0399,0.464
The Way I Live,2007,68Zq7PMcPIQE8ol1x3gAqw,Baby Boy Da Prince,324906,58,0.88,0.248,0.714
Shortie Like Mine,2007,6oUGAx0vkBcnGzYkvw0ZsA,Bow Wow,268066,62,0.758,0.221,0.701
It Ends Tonight,2007,1FMHNVeJ9s1x1l1WlaRs2I,The All-American Rejects,244826,61,0.454,0.0273,0.313
A Bay Bay,2007,2oWbOh3tLluqTdYL5OEDvs,Hurricane Chris,257120,53,0.577,0.514,0.702
Because of You,2007,6CFPFnS9EcLs2I0nWqtWci,Ne-Yo,266840,76,0.81,0.0356,0.828
I Tried,2007,2elA6JLRaQ6iB7hxiuTKN4,Bone Thugs-N-Harmony,287480,61,0.727,0.0742,0.378
Welcome To The Black Parade,2007,5wQnmLuC1W7ATsArWACrgW,My Chemical Romance,311106,78,0.217,0.0752,0.236
Shawty,2007,0mYoKqA23wUUj7BTEgNzjg,Plies,255413,63,0.444,0.126,0.26
Chasing Cars,2007,5hnyJvgoWiQUYZttV4wXy6,Snow Patrol,267960,82,0.56,0.0274,0.144
Beautiful Liar,2007,2HWWNoWEEEECwZhAiLg7ib,Beyoncé,199853,74,0.764,0.0703,0.418
SexyBack,2007,0O45fw2L5vsWpdsOdXwNAR,Justin Timberlake,242733,80,0.967,0.0789,0.964
Keep Holding On,2007,4UPcXTh26ilb7owtuyHqNI,Avril Lavigne,239906,64,0.162,0.038,0.138
Let It Go,2007,13HVjjWUZFaWilh2QUJKsP,James Bay,260532,70,0.546,0.0288,0.246
Apologize,2007,1NrJYpdAi7uosDRPmSYrsG,OneRepublic,208106,71,0.593,0.0339,0.502
Bubbly,2007,0rFOs9paloAvEtzwDX1Kmc,Colbie Caillat,196280,69,0.697,0.0351,0.249
Like a Boy,2007,358bOvBiZCS9fRzNYosw6c,Ciara,237053,66,0.701,0.145,0.425
Who Knew,2007,2hns6Dv29Yrg68AVTJiAyA,P!nk,208493,76,0.688,0.0274,0.46
Never Again,2007,4XkCSv4XGYhVoPu3lGjHLs,Russ,213577,61,0.449,0.374,0.396
Promise,2007,08PdFBcXzpkn1cWNgmKqhn,Laufey,234266,74,0.263,0.0344,0.0903
Bed,2007,3iL2l5gUqyPS6vDwJFgJTR,Young Money,288133,71,0.733,0.295,0.557
Throw Some D's,2007,6SmPPtaMnfxgz5duA6t9Cu,Rich Boy,263920,58,0.697,0.43,0.433
Rehab,2007,0zWbYGQq5O1KQd0iqzgjP6,Brent Faiyaz,180303,77,0.549,0.038,0.286
Big Shit Poppin' (Do It),2007,0jGgL2yxwxR0rhM2zgcvBP,Big Toodie,165041,0,0.841,0.442,0.574
No One,2007,6NvRxjfYkkT2SpirAlmsjH,Queens of the Stone Age,278706,69,0.507,0.0641,0.637
The Great Escape,2007,56Tl3UgyZTqfZtvFNS31wm,BOYS LIKE GIRLS,206520,65,0.423,0.0635,0.505
2 Step,2007,3oCE8id70ZKZI5yGC78MNX,Ramirez,168000,56,0.632,0.109,0.825
Walk Away (Remember Me),2007,0Sc9UwBpChiRKRF8DKvWKZ,Paula DeAnda,238160,54,0.672,0.0582,0.834
Go Getta,2007,03b1NUHnoavfpLLKcEMfIb,Jeezy,229346,53,0.392,0.155,0.438
Here (In Your Arms),2007,1GV98LUEVk1U3LWAkX2Apw,Hellogoodbye,240546,58,0.7,0.0359,0.774
On the Hotline,2007,1zyqZONW985Cs4osz9wlsu,Pretty Ricky,242586,61,0.704,0.183,0.688
Wind It Up,2007,3gB2n0LO6J3vWTTW4k3vBx,Gwen Stefani,190426,0,0.959,0.0546,0.944
Cyclone,2007,0x1LCpY9Rgeq97VPajm81B,Baby Bash,222053,63,0.644,0.0701,0.584
Break It Off,2007,78ul3D77noQsYjSwvwiPU1,PinkPantheress,96133,75,0.552,0.114,0.746
First Time,2007,4LesrBswFnLcHmwDslst1q,Hozier,233173,71,0.439,0.0847,0.471
Ayo Technology,2007,36Hwcla06Q5BCr59CL0sBp,50 Cent,247946,59,0.63,0.132,0.418
Outta My System,2007,3LGeYNY9aWQuBJovOOowqm,Bow Wow,238266,57,0.772,0.183,0.743
Teardrops on My Guitar,2007,7zMcNqs55Mxer82bvZFkpg,Taylor Swift,203040,68,0.621,0.0231,0.289
Shut Up and Drive,2007,4QdX6pmNnJ5cleufWQIr5D,Rihanna,212280,64,0.735,0.0349,0.74
Snow (Hey Oh),2007,2aibwv5hGXSgw7Yru8IYTO,Red Hot Chili Peppers,334666,80,0.427,0.0499,0.599
Money Maker,2007,2JpUkUR0OsOlUUfm6iS8ic,Ludacris,230613,61,0.551,0.27,0.612
Kiss Kiss,2007,3wKKkGVn7cVSfgPeYYIiXG,Chris Brown,250666,72,0.729,0.225,0.551
Far Away,2007,0ADZ5dmXhlfzjMw6lefoPl,Nickelback,238173,74,0.518,0.0309,0.293
Rock Yo Hips,2007,76dZuMVXjIyLPRLv00skGd,Crime Mob,226546,56,0.847,0.17,0.707
LoveStoned,2007,5iyE2d4U3Vc5cqY9mPTlpy,Justin Timberlake,444333,58,0.859,0.0549,0.852
Better than Me,2007,2ACs0dJwkSsvNZvEbvFurK,The Brobecks,267466,65,0.378,0.0428,0.431
Paralyzer,2007,28IEbk5a7twNTbUEvWslUb,Finger Eleven,208106,76,0.644,0.0456,0.861
That's That,2007,2Vy16OMt19FH30uQNTFdLk,MF DOOM,135066,67,0.499,0.385,0.853
Same Girl,2007,6OSmeoh8kXhCfz9WqvzDoJ,R. Kelly,252933,61,0.717,0.146,0.816
