Song,Year,ID,Artists,Duration,Popularity,Danceability,Speechiness,Valence
Milkshake,2004,4LmzPJDil70LpiApWfOI6O,Kelis,182813,58,0.887,0.0434,0.826
Splash Waterfalls,2004,2T8hXV9LUZMDBKR5RALGEa,Ludacris,290760,48,0.734,0.409,0.702
Jesus Walks,2004,5g1vtHqi9uV7xtYeCcFOBx,Kanye West,193733,72,0.637,0.323,0.715
Locked Up,2004,48EQasc6XD0pOQtkIOWqOC,Akon,235066,68,0.833,0.0847,0.369
Stand Up,2004,2CtCwQhY0ZLvr8L2l8Bo6e,Ludacris,213760,59,0.751,0.349,0.801
Suga Suga,2004,6Nq5lE0CeOAAAqN4qhkbZU,Baby Bash,239026,74,0.662,0.268,0.535
All Falls Down,2004,5SkRLpaGtvYPhw02vZhQQ9,Kanye West,223506,82,0.657,0.484,0.434
Toxic,2004,6I9VzXrHxO9rA9A5euc8Ak,Britney Spears,198800,83,0.774,0.114,0.924
Salt Shaker,2004,4Kd0FzFpOgIGxlBl4HXuFn,Ying Yang Twins,252440,63,0.884,0.128,0.322
With You,2004,34SQ0QfLSR316d8KL2zkuZ,Cody Johnson,220893,70,0.558,0.0273,0.388
Meant to Live,2004,2md2i5QvelRFnafpnd6LOg,Switchfoot,201373,65,0.397,0.0457,0.556
I Like That,2004,0kWQn0wLok1lawHAkGSMW9,Bazzi,158083,64,0.665,0.112,0.68
Sorry 2004,2004,2u34ZVPVlr7hfN7vDr1512,Ruben Studdard,261866,45,0.721,0.0619,0.462
My Happy Ending,2004,6sqNctd7MlJoKDOxPVCAvU,Avril Lavigne,242413,70,0.414,0.0758,0.74
On Fire,2004,0B2ZuTLZnWQ6gz8RlNwBu1,Lloyd Banks,187280,60,0.759,0.22,0.429
Roses,2004,3vv9phIu6Y1vX3jcqaGz5Z,The Chainsmokers,226738,76,0.713,0.0561,0.343
Walked Outta Heaven,2004,06ZDLodo1UDVavc3MXREZ3,Jagged Edge,270880,56,0.67,0.225,0.523
Lose My Breath,2004,4dvQg9sD8k9y4qiEURuj8v,Destiny's Child,242013,62,0.814,0.0637,0.545
My Band,2004,4XHQyvbrBsQaaBUW1VvmsL,D12,298773,74,0.851,0.0828,0.844
I'm Still in Love with You,2004,5lJx5eiSahFfsqkMJVlkDN,Sean Paul,273360,72,0.765,0.172,0.757
Through the Wire,2004,4mmkhcEm1Ljy1U9nwtsxUo,Kanye West,221226,76,0.571,0.247,0.66
Why?,2004,086myS9r57YsLbJpU0TgK9,Arctic Monkeys,161123,89,0.691,0.0368,0.8
Fuck It (I Don't Want You Back),2004,1p5kC161fWMA2QlwV3Vi4W,Eamon,225106,65,0.828,0.0653,0.575
Read Your Mind,2004,4Wos0h9ECU2Z3oJMTQxpbc,Sabrina Carpenter,207849,70,0.672,0.049,0.578
Game Over (Flip),2004,79lmvU7Qmc8QpXilbSk37z,Lil' Flip,232466,53,0.813,0.378,0.602
One Thing,2004,1rXq0uoV4KTgRN64jXzIxo,Morgan Wallen,206864,78,0.613,0.03,0.916
Headsprung,2004,1GIN41bLhiKeEPeC2vXH8i,LL COOL J,267320,59,0.718,0.0284,0.465
Damn!,2004,1YB9GTk2x4VpPP2ljKxvGS,Sleepy Hallow,130537,67,0.806,0.298,0.491
Baby Boy,2004,4WY3HyGXsWqjFRCVD6gnTe,Beyoncé,244826,69,0.655,0.22,0.791
Get Low,2004,0r2Bul2NuCViraT2zX1l5j,Lil Jon & The East Side Boyz,334066,76,0.521,0.067,0.136
Drop It Like It's Hot,2004,2NBQmPrOEEjA8VbeWOQGxO,Snoop Dogg,266066,77,0.888,0.219,0.662
U Should've Known Better,2004,0EQuu6hyNACWI7LT7N5pRv,Monica,257786,51,0.753,0.0308,0.826
On the Way Down,2004,1GwVi2ceNb8dMFA3DZGnnY,Ryan Cabrera,213280,50,0.5,0.0369,0.539
Breakaway,2004,61Qhe2mHSLhUE04QeK4lkD,Kelly Clarkson,237000,64,0.446,0.0295,0.394
Why Don't You & I,2004,0sNKiz82ATCvT3f3XVVUUj,The Offspring,172466,75,0.766,0.0719,0.544
Are You Gonna Be My Girl,2004,305WCRhhS10XUcH6AEwZk6,Jet,213800,77,0.613,0.0855,0.537
100 Years,2004,2lFlveK1y13WWp3vnQtrr3,Five For Fighting,244600,66,0.643,0.0276,0.275
Step in the Name of Love,2004,7lrAsaTw9CTh5uSr0fvHOd,R. Kelly,432146,49,0.775,0.119,0.775
Breaking the Habit,2004,6n8TMVyFKoUmDc4apxceRD,Linkin Park,196906,67,0.579,0.0303,0.581
Gigolo,2004,0CSjMXDSJj5010AGSOqjpa,The Time,281706,43,0.618,0.106,0.624
Live Like You Were Dying,2004,7B1QliUMZv7gSTUGAfMRRD,Tim McGraw,300333,70,0.416,0.0297,0.418
Remember When,2004,5naar7XewEOAjOywIp6Jjq,Wallows,155146,74,0.504,0.0343,0.51
Everytime,2004,5YJtMNWKe55yr49cyJgxva,Cascada,197124,73,0.633,0.0519,0.493
Southside,2004,7lurcq2Yw96B1K0KOJAHxg,Lloyd,277840,63,0.688,0.0818,0.448
Dude,2004,6gQUbFwwdYXlKdmqRoWKJe,Aerosmith,265773,71,0.54,0.0458,0.91
Wanna Get to Know You,2004,1dHJETCn2X1R1YwVlMvSza,G-Unit,265026,64,0.513,0.132,0.889
Holidae In,2004,0FmCLEHfINGqwlyzvklNqy,Chingy,314400,58,0.81,0.181,0.948
Let's Get It Started,2004,4hfIVhq0F0zFUcrbecsYmo,Black Eyed Peas,217733,72,0.783,0.12,0.805
When the Sun Goes Down,2004,5vLonpxn4VN0A8GtQOBSG0,Kenny Chesney,290560,67,0.798,0.0284,0.708
American Soldier,2004,0oVWPlnK5eAqnJCVB0FvpP,Toby Keith,263333,58,0.565,0.0376,0.226
Change Clothes,2004,1xE7osYAtzz1PvLoVdOp5E,JAY-Z,258426,50,0.895,0.0473,0.34
Don't Tell Me,2004,6E6uwOhAEHSzSvDewOBEvF,Night Ranger,262826,54,0.389,0.0442,0.493
You'll Think of Me,2004,0lZxd99ZIjA0zUdQAY3FXr,Keith Urban,231293,51,0.55,0.0408,0.562
Happy People,2004,5lujBnGhaV4zgazZ6A8S5g,X Ambassadors,295000,57,0.244,0.0315,0.325
Hey Mama,2004,5b2bu6yyATC1zMXDGScJ2d,David Guetta,192560,62,0.596,0.151,0.525
Over and Over,2004,2b8QQqf8Vwb7bfz22ja8Fk,Nelly,253933,63,0.644,0.0803,0.464
Redneck Woman,2004,26bL4gSULWDgdIMX0pRFrG,Gretchen Wilson,221333,66,0.499,0.177,0.753
Just Lose It,2004,0qcjuYtMWhBjXg0Xwt5SzS,Eminem,248680,69,0.94,0.0467,0.962
Letters from Home,2004,15cGdiAHmezm0P04jVAjMo,John Michael Montgomery,267533,57,0.644,0.0258,0.388
I Go Back,2004,57I7CUbXo4XlWuTVB8pXW6,Kenny Chesney,243666,64,0.532,0.0503,0.67
We Belong Together,2005,3LmvfNUQtglbTrydsdIqFU,Mariah Carey,201400,72,0.837,0.0601,0.762
Hollaback Girl,2005,0LzrhCZFXW94Y8nwtTuRlw,Gwen Stefani,199853,71,0.926,0.0929,0.904
Let Me Love You,2005,0lYBSQXN6rCTvUZvg9S0lU,DJ Snake,205946,84,0.649,0.0349,0.163
Since U Been Gone,2005,3xrn9i8zhNZsTtcoWgQEAd,Kelly Clarkson,188960,74,0.662,0.0334,0.404
"1, 2 Step",2005,4ndFwD5xjLgJxGExGRoQYd,SIDEPIECE,176640,49,0.856,0.0699,0.654
Gold Digger,2005,1PS1QMdUqOal0ai3Gt7sDQ,Kanye West,207626,81,0.629,0.348,0.623
Boulevard of Broken Dreams,2005,5GorCbAP4aL0EJ16frG2hd,Green Day,262333,80,0.496,0.0294,0.474
Candy Shop,2005,5D2mYZuzcgjpchVY1pmTPh,50 Cent,209106,81,0.614,0.466,0.755
Don’t Cha,2005,16hkPFjdIh03fg0pVRkbs7,Rock Mafia,134901,38,0.83,0.264,0.806
Behind These Hazel Eyes,2005,0AKAxdNkwq9ZxRdW1DN9zW,Kelly Clarkson,198973,62,0.548,0.0382,0.425
Disco Inferno,2005,69bHJ9qs5FrUJbKP8xU8uZ,50 Cent,214226,75,0.925,0.231,0.71
You and Me,2005,0815caqt2Lytro5EIzMufT,Lifehouse,195493,76,0.459,0.0267,0.354
Don't Phunk with My Heart,2005,4MtDnnAJ1AtWit10FRmZdW,Black Eyed Peas,239773,56,0.689,0.0608,0.609
Lose Control,2005,6usohdchdzW9oML7VC4Uhk,Teddy Swims,210688,80,0.561,0.0337,0.242
Shake It Off,2005,5xTtaWoae3wi06K5WfVUUH,Taylor Swift,219200,77,0.647,0.165,0.943
Mr. Brightside,2005,003vvx7Niy0yvhvHt4a68B,The Killers,222973,86,0.352,0.0747,0.236
Just a Lil Bit,2005,4nva9EpKntUTs6CRSGBCn9,50 Cent,237706,79,0.489,0.41,0.527
Pon de Replay,2005,4TsmezEQVSZNNPv5RJ65Ov,Rihanna,246960,80,0.779,0.159,0.498
How We Do,2005,4PmMVdIFpJTB9WQbmILf4p,The Game,235533,77,0.862,0.251,0.637
Beverly Hills,2005,1yKu2MhpwzDXXH2tzG6xoa,Weezer,196093,72,0.693,0.0726,0.741
Oh,2005,7qLr3HMApUbyDkUvgIvHnB,Young Thug,185333,81,0.808,0.236,0.465
Lonely No More,2005,4faFAhOflLzhfJECveRwva,Rob Thomas,226640,59,0.551,0.109,0.858
Drop It Like It's Hot,2005,2NBQmPrOEEjA8VbeWOQGxO,Snoop Dogg,266066,77,0.888,0.219,0.662
Hate It or Love It,2005,2wGSgTmgSF3xjRrHkTc25R,The Game,206400,83,0.802,0.207,0.435
Lovers & Friends,2005,6dBUzqjtbnIa1TwYbyw5CM,TV Girl,213920,87,0.559,0.0397,0.572
Soldier,2005,3xtiXNDbSKxy20I7D6vFUg,The Oh Hellos,165673,75,0.347,0.0706,0.484
Breakaway,2005,61Qhe2mHSLhUE04QeK4lkD,Kelly Clarkson,237000,64,0.446,0.0295,0.394
Switch,2005,06BY7fb0Ztz7f7JPRWSBZ3,Pooh Shiesty,168648,66,0.443,0.255,0.956
Let Me Hold You,2005,1oNToERLIN71YCPLbRIQGQ,Bow Wow,248493,64,0.815,0.199,0.611
Like You,2005,3jEqrIfwKO0M8ALu3TGilF,Bow Wow,205840,68,0.714,0.0876,0.504
Rich Girl,2005,0qRR9d89hIS0MHRkQ0ejxX,Daryl Hall & John Oates,142786,79,0.573,0.176,0.817
My Humps,2005,19JdbdEwQI7bCxefMokZO8,Black Eyed Peas,326960,68,0.801,0.225,0.586
Obsession (No Es Amor),2005,4UC4H4vX3bJtcgtKR0ZCFJ,Frankie J,225626,56,0.649,0.047,0.538
Caught Up,2005,3jYRpwbctfqB77uU7T7K3U,38 Special,279333,66,0.425,0.0316,0.933
Listen to Your Heart,2005,1qIKynV6YQZgocodkPdCy7,Roxette,328093,58,0.539,0.0275,0.337
Scars,2005,1UREw2MCfU0xwBzCAjxlUD,Papa Roach,208186,69,0.384,0.055,0.471
Feel Good Inc.,2005,0d28khcov6AiegSCpG5TuT,Gorillaz,222640,84,0.818,0.177,0.772
Let Me Go,2005,5Gu0PDLN4YJeW75PpBSg9p,Hailee Steinfeld,174800,77,0.664,0.0474,0.742
Holiday,2005,4VgEM12OeaN3GyBV487Me7,Green Day,232680,71,0.552,0.0342,0.716
"Sugar, We're Goin Down",2005,2TfSHkHiFO4gRztVIkggkE,Fall Out Boy,229093,79,0.494,0.0843,0.574
Grind with Me,2005,3B7i9OKRRmIsSBHEbJz58Y,Pretty Ricky,237733,66,0.7,0.045,0.189
Run It!,2005,1dg3qy5DjoJodawfOCgrTP,Lil Tjay,232048,76,0.88,0.163,0.671
Photograph,2005,1HNkqx9Ahdgi1Ixy2xkKkL,Ed Sheeran,258986,85,0.614,0.0476,0.201
Lonely,2005,2twxE40bJrzrmT3m8U02lr,Justin Bieber,149189,0,0.619,0.046,0.0719
Collide,2005,5kY2DRIom6dcVZbQb1SAX8,Justine Skye,260169,77,0.418,0.0625,0.131
Wake Me Up When September Ends,2005,3ZffCQKLFLUvYM59XKLbVm,Green Day,285653,80,0.546,0.0314,0.146
Slow Down,2005,5lT5IZWW3JQErXELJpQgJ9,Chase Atlantic,212093,79,0.477,0.0362,0.255
Over and Over,2005,2b8QQqf8Vwb7bfz22ja8Fk,Nelly,253933,63,0.644,0.0803,0.464
Some Cut,2005,3VXDc9f8J96uBnAAeFrrmw,Trillville,283454,53,0.9,0.372,0.659
Get It Poppin',2005,04FXF9tLQvYzc9ZWnTpaA3,Fat Joe,205546,48,0.906,0.356,0.554
Play,2005,03fT3OHB9KyMtGMt2zwqCT,Luke Bryan,226866,76,0.506,0.0655,0.595
Soul Survivor,2005,0Ss50OU9tCozI7JIywkv14,Jeezy,280013,66,0.682,0.0451,0.108
Pimpin' All Over the World,2005,6VixoRqnikN4QqegoKUSbH,Ludacris,329626,55,0.495,0.299,0.782
My Boo,2005,68vgtRHr7iZHpzGpon6Jlo,USHER,223440,80,0.662,0.118,0.676
Sugar (Gimme Some),2005,7x6SuiiH3fcrsAgfkp2OwQ,Trick Daddy,245106,55,0.822,0.228,0.85
Karma,2005,7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,204852,88,0.642,0.0666,0.0969
Speed of Sound,2005,0o2SAnNfM7osRbkQlUCp7L,Coldplay,287906,0,0.514,0.0577,0.353
I Don't Want to Be,2005,4vl2zwXsTmAxgu9iY0g6UK,Gavin DeGraw,217760,65,0.423,0.0695,0.462
Mockingbird,2005,561jH07mF1jHuk7KlaeF0s,Eminem,250760,88,0.637,0.266,0.254
La Tortura,2005,5BSclXJTa9B0iURhUjZo50,Shakira,212893,77,0.74,0.0427,0.812
She Will Be Loved,2005,4llK75pXNWZz6KAho2Gp16,Maroon 5,259453,81,0.651,0.0281,0.465
Baby I'm Back,2005,6EfyEbyk4XjCisJz90V8Ki,Baby Bash,219186,57,0.901,0.105,0.761
Wait (The Whisper Song),2005,5Y78yINSOCW6xbOfGWNBg4,Ying Yang Twins,179160,58,0.933,0.347,0.595
Incomplete,2005,3w8Mw9GHYepoTWOSdiyosj,Sisqo,274226,65,0.746,0.0771,0.272
Bring Em Out,2005,3CcvahnsiArpTHYQEWV2Au,T.I.,216706,66,0.759,0.257,0.587
Cater 2 U,2005,6uYAPqxP69zfpCbsTHXgiz,Destiny's Child,245400,61,0.605,0.197,0.464
1 Thing,2005,1mnqraQ8oV8MX92rdOFLWW,Amerie,238760,65,0.612,0.333,0.867
Best of You,2005,5FZxsHWIvUsmSK1IAvm2pp,Foo Fighters,255626,77,0.366,0.0696,0.369
It's Like That,2005,7zL9xrz5krsuC6qVNluQQw,Mariah Carey,203360,54,0.8,0.0514,0.836
Goin' Crazy,2005,48JAAdtKgOQ4u4QRER6bJX,Natalie,294093,49,0.6,0.026,0.233
Inside Your Heaven,2005,25ry9EyyRsp1dDctlAclin,Carrie Underwood,243266,36,0.38,0.0315,0.16
Because of You,2005,6CFPFnS9EcLs2I0nWqtWci,Ne-Yo,266840,76,0.81,0.0356,0.828
Truth Is,2005,3QfsB9tPwAjMb5b9P7r3Z5,Fantasia,236746,53,0.707,0.0761,0.616
Your Body,2005,7vFv0yFGMJW3qVXbAd9BK9,John Mayer,249626,74,0.647,0.0236,0.687
Beautiful Soul,2005,1HwpWwa6bnqqRhK8agG4RS,Jesse McCartney,214226,71,0.66,0.0472,0.933
Cool,2005,02wk5BttM0QL38ERjLPQJB,NewJeans,147880,85,0.752,0.12,0.532
Get Back,2005,3DWjFSDEQ9IWz1mj449fB7,Pop Smoke,108160,74,0.798,0.306,0.566
Outta Control,2005,3E3f3Po59cqs9gS3vexHjB,Rebelution,245293,56,0.674,0.101,0.655
U Don't Know Me,2005,2SuMoyOaAVBg5AzfKyZaKV,T.I.,243506,52,0.779,0.17,0.526
These Words,2005,6MFQeWtk7kxWGydnJB2y36,Natasha Bedingfield,216360,68,0.734,0.0815,0.931
Don't Lie,2005,600qBKuhdgLqxZb1BqIE0T,Black Eyed Peas,219000,48,0.662,0.186,0.602
Get Right,2005,0rLzyBecRbTpnBWvMtPVFR,Jennifer Lopez,225533,58,0.741,0.12,0.362
Daughters,2005,5FPnjikbwlDMULCCCa6ZCJ,John Mayer,237906,68,0.674,0.0274,0.503
As Good as I Once Was,2005,7G6l2FtQyRhQgYgut2I6i8,Toby Keith,227840,71,0.68,0.0393,0.646
Girlfight,2005,0GkkiqqRdjqmRDrWfTdemH,Brooke Valentine,234733,43,0.745,0.148,0.603
Lose My Breath,2005,4dvQg9sD8k9y4qiEURuj8v,Destiny's Child,242013,62,0.814,0.0637,0.545
Ordinary People,2005,2ZA4uMlSZjaoWGFqP1tsLI,John Legend,281466,66,0.469,0.0798,0.36
We Be Burnin',2005,3uvPYPi31FygGalZG1RWgO,Sean Paul,215213,0,0.955,0.144,0.885
Just the Girl,2005,1JURww012QnWAw0zZXi6Aa,The Click Five,234146,62,0.571,0.0395,0.751
TRUE,2005,06JvOZ39sK8D8SqiqfaxDU,Kanye West,148571,76,0.712,0.25,0.388
O,2005,0OWhKvvsHptt6vnnNUSM9a,Zach Bryan,211739,82,0.544,0.0356,0.233
Back Then,2005,5krOROgmf8adn3SJzeKLZy,Mike Jones,244186,60,0.776,0.255,0.536
Numb/Encore,2005,5sNESr6pQfIhL3krM8CtZn,JAY-Z,205733,80,0.687,0.166,0.751
Wonderful,2005,6zC0mpGYwbNTpk9SKwh08f,Eric Clapton,225026,75,0.572,0.0293,0.485
I'm Sprung,2005,0DLOyyQvwPTSDKuhpzMMwA,T-Pain,231040,72,0.728,0.0999,0.195
Chariot,2005,4dygMGhvfENVhwRXmAscbl,Gavin DeGraw,239173,54,0.28,0.0513,0.345
U Already Know,2005,0ahRDzkKq0KEi7FRoHb0qk,112,198880,58,0.694,0.0449,0.931
Mississippi Girl,2005,79YeQbd1p7MsuT7wHQLRYY,Faith Hill,232706,54,0.499,0.0521,0.665
Number One Spot,2005,5SV9SnHkuHMh446QsgQtry,Ludacris,274466,48,0.542,0.378,0.509
Give Me That,2005,2s9NvnrAU9WahyWRa0Ou9m,Boosie Badazz,267520,48,0.62,0.363,0.54
Bad Day,2006,0mUyMawtxj1CJ76kn9gIZK,Daniel Powter,233640,76,0.599,0.0309,0.52
Temperature,2006,0k2GOhqsrxDTAbFFSdNJjT,Sean Paul,218573,82,0.951,0.0685,0.822
Promiscuous,2006,2gam98EZKrF9XuOkU13ApN,Nelly Furtado,242293,85,0.808,0.0506,0.868
You’re Beautiful,2006,1kq1yiMLLeEhBVOrsG6sn8,James Blunt,209493,1,0.675,0.0278,0.454
Hips Don’t Lie,2006,3ZFTkvIE7kyPt6Nu3PEa7V,Shakira,218093,86,0.778,0.0707,0.758
Unwritten,2006,3U5JVgI2x4rDyHGObzJfNf,Natasha Bedingfield,259333,79,0.706,0.0399,0.629
Crazy,2006,4RMm3bonEDyYj5aJGkaJqX,Rod Wave,130434,72,0.63,0.142,0.188
Ridin’,2006,6BaxqcoEM9r3LXisTyJjST,Jason Derulo,215746,65,0.442,0.146,0.578
Sexyback,2006,0O45fw2L5vsWpdsOdXwNAR,Justin Timberlake,242733,80,0.967,0.0789,0.964
Check on It,2006,2RWxrpsFshOBFwRBRstUlQ,Beyoncé,210453,60,0.705,0.267,0.864
Be Without You,2006,6Y3WvyUG9iE5bQYg38SPtQ,Mary J. Blige,246333,69,0.726,0.0998,0.673
Grillz,2006,0l7DPAKQVayEz9FXC9di2e,Nelly,271160,62,0.863,0.243,0.844
Over My Head (Cable Car),2006,1N62wozuHCvczCkY4QidpP,The Fray,236266,71,0.592,0.0448,0.709
Me & U,2006,67nepsnrcZkowTxMWigSbb,Travis Scott,246133,91,0.557,0.351,0.397
Buttons,2006,3BxWKCI06eQ5Od8TY2JBeA,The Pussycat Dolls,225560,66,0.57,0.267,0.408
Run It!,2006,1dg3qy5DjoJodawfOCgrTP,Lil Tjay,232048,76,0.88,0.163,0.671
So Sick,2006,6brl7bwOHmGFkNw3MBqssT,Ne-Yo,207186,80,0.452,0.31,0.58
It's Goin' Down,2006,05Sgj1Hx03ZXc57gsV1kfX,Yung Joc,241840,67,0.888,0.0612,0.609
SOS,2006,30cSNer6TV8x2utjULVeQ5,Rihanna,238920,77,0.677,0.0361,0.527
I Write Sins Not Tragedies,2006,4bPQs0PHn4xbipzdPfn6du,Panic! At The Disco,186634,74,0.569,0.14,0.609
Move Along,2006,2l57cfmCnOkwNX1tky02n1,The All-American Rejects,238880,69,0.518,0.0454,0.646
London Bridge,2006,7jRoWfRlLnGYEIEn4t4kbq,Fergie,241306,66,0.77,0.345,0.631
Dani California,2006,10Nmj3JCNoMeBQ87uw5j8k,Red Hot Chili Peppers,282160,78,0.556,0.0437,0.73
Snap Yo Fingers,2006,6o3s08kk2fQI37vxGZDrJ1,Lil Jon,274386,69,0.835,0.23,0.626
"Lean wit It, Rock wit It",2006,7cVmKBwzPsh4Fmb6SplfEm,Dem Franchize Boyz,229813,61,0.886,0.307,0.6
What Hurts the Most,2006,4bVuIlGQBMWS7vIhcx8Ae4,Rascal Flatts,214106,70,0.537,0.0277,0.33
How to Save a Life,2006,5fVZC9GiM4e8vu99W0Xf6J,The Fray,262533,81,0.64,0.0379,0.361
Unfaithful,2006,13xxBnXOuiBxVxJI458B0i,Rihanna,226973,72,0.588,0.0334,0.349
Chasing Cars,2006,5hnyJvgoWiQUYZttV4wXy6,Snow Patrol,267960,82,0.56,0.0274,0.144
Lips of an Angel,2006,40LQiUUUKXVGyNs09lHVjW,Hinder,261853,73,0.476,0.0343,0.251
Everytime We Touch,2006,5YJtMNWKe55yr49cyJgxva,Cascada,197124,73,0.633,0.0519,0.493
Ain't No Other Man,2006,7huo2wvrCgRucUsjdSDLQV,Christina Aguilera,228906,64,0.862,0.222,0.511
"Dance, Dance",2006,0a7BloCiNzLDD9qSQHh5m7,Fall Out Boy,180266,78,0.622,0.154,0.449
Gold Digger,2006,1PS1QMdUqOal0ai3Gt7sDQ,Kanye West,207626,81,0.629,0.348,0.623
Money Maker,2006,2JpUkUR0OsOlUUfm6iS8ic,Ludacris,230613,61,0.551,0.27,0.612
Ms. New Booty,2006,0k6HUzaRHpQ3eEWr1C7Esh,Bubba Sparxxx,252653,62,0.64,0.416,0.609
(When You Gonna) Give It Up to Me,2006,6k8uthjEbttfWXcGaNTQGD,Sean Paul,243880,53,0.711,0.225,0.718
Photograph,2006,1HNkqx9Ahdgi1Ixy2xkKkL,Ed Sheeran,258986,85,0.614,0.0476,0.201
Because of You,2006,6CFPFnS9EcLs2I0nWqtWci,Ne-Yo,266840,76,0.81,0.0356,0.828
Stickwitu,2006,4NjR63Up0uMkQBlKvlZd1l,The Pussycat Dolls,207506,63,0.655,0.0516,0.43
I'm 'n Luv (wit a Stripper),2006,2QurCbkPO14pjrikPNja0h,T-Pain,239413,68,0.739,0.0845,0.467
My Humps,2006,19JdbdEwQI7bCxefMokZO8,Black Eyed Peas,326960,68,0.801,0.225,0.586
Where'd You Go,2006,7pAT4dOUzjq8Ziap5ShIqC,Fort Minor,231866,59,0.684,0.238,0.25
Yo (Excuse Me Miss),2006,7DFnq8FYhHMCylykf6ZCxA,Chris Brown,229040,73,0.536,0.272,0.57
Walk Away,2006,3CnK206lwL8j2ETlzBC9go,Lil Peep,160560,71,0.553,0.039,0.168
Laffy Taffy,2006,2ajhenDRiiAnCHHjsIOHhJ,D4L,224253,72,0.891,0.428,0.622
What You Know,2006,3GBApU0NuzH4hKZq4NOSdA,Two Door Cinema Club,191706,75,0.563,0.0416,0.775
Dirty Little Secret,2006,5lDriBxJd22IhOH9zTcFrV,The All-American Rejects,193653,72,0.465,0.044,0.458
Savin' Me,2006,4Gd9PUEuOTOJtbgd4YxLXM,Nickelback,219320,72,0.441,0.0276,0.522
Don't Forget About Us,2006,1HkVSmzBbdZ5Bzdd00IZgh,Mariah Carey,233866,59,0.699,0.0383,0.431
Sexy Love,2006,10aWGOqSDBqvNzJ9NeKDbK,Ne-Yo,220853,71,0.693,0.0413,0.494
U and Dat,2006,7g7M96UGiA7OR79H86gV4m,E-40,202720,62,0.858,0.277,0.329
Far Away,2006,0ADZ5dmXhlfzjMw6lefoPl,Nickelback,238173,74,0.518,0.0309,0.293
What's Left of Me,2006,1bPqAXwNiVcM6zjJU1Z4Cd,Nick Lachey,244666,47,0.421,0.035,0.311
So What,2006,0JiY190vktuhSGN6aqJdrt,P!nk,215160,78,0.534,0.0425,0.462
Do It to It,2006,20on25jryn53hWghthWWW3,ACRAZE,157890,81,0.854,0.0886,0.637
Black Horse and the Cherry Tree,2006,0qAMjeQFyd1qD0LDiV8gWp,KT Tunstall,172373,66,0.748,0.0641,0.917
There It Go (The Whistle Song),2006,50UkypyQJbSQLaXHke5Yep,Juelz Santana,180493,61,0.942,0.196,0.595
Shoulder Lean,2006,2OqYarizUUGzSSNHPrDEii,Young Dro,258680,57,0.7,0.177,0.542
Unpredictable,2006,3UNrtRxBBlWE70SjxnOo02,Jamie Foxx,219866,57,0.734,0.197,0.772
My Love,2006,3vkCueOmm7xQDoJ17W1Pm3,Mitski,137773,85,0.504,0.0321,0.121
Shake That,2006,0zPlzJewGJ8iIxia2bEWDN,jnhygs,155028,77,0.445,0.338,0.225
Pullin' Me Back,2006,5hF2LnbkpnXCkksMSeWcxZ,Chingy,234133,63,0.786,0.286,0.587
Bossy,2006,0Eu5SrReZzaJX0NLKI8tQS,Kelis,274946,49,0.906,0.179,0.775
Chain Hang Low,2006,0tYPj0NYa7vjlJaqlRSnJb,Jibbs,207586,58,0.792,0.262,0.778
Smack That,2006,2kQuhkFX7uSVepCD3h29g5,Akon,212360,84,0.939,0.0467,0.924
One Wish,2006,2TFsx3B0hLSSTambrudXs3,Ray J,337640,64,0.529,0.282,0.592
"Sugar, We're Goin Down",2006,2TfSHkHiFO4gRztVIkggkE,Fall Out Boy,229093,79,0.494,0.0843,0.574
Gimme That,2006,53ETzLQQKFCzykRbqWb1ph,Chris Brown,186826,67,0.678,0.0466,0.444
I Know You See It,2006,6giYNaycmjkbf7UmZ6RGtL,Yung Joc,241306,54,0.744,0.0524,0.391
Who Says You Can't Go Home,2006,5439qJTu5mVH9aeriwp03u,Bon Jovi,230280,58,0.537,0.0343,0.802
Too Little Too Late,2006,4T4NLIMypdmyUwK54jECk4,JoJo,221720,72,0.421,0.0562,0.731
Touch It,2006,7rlKlsYacU3PFLGD7ca1HL,Ariana Grande,260000,60,0.536,0.0332,0.291
Rompe,2006,4Xtlw8oXkIOvzV7crUBKeZ,Daddy Yankee,188626,76,0.696,0.0859,0.533
Déjà Vu,2006,6HU7h9RYOaPRFeh0R3UeAr,Olivia Rodrigo,215506,88,0.442,0.112,0.178
Life Is a Highway,2006,5gB2IrxOCX2j9bMnHKP38i,Rascal Flatts,275640,76,0.562,0.0607,0.558
Call Me When You're Sober,2006,663Karu2rvKLdnY0eo1n3M,Evanescence,214706,70,0.45,0.0524,0.328
"Jesus, Take the Wheel",2006,3lec3CzDPAxsZokPph5w87,Carrie Underwood,226493,63,0.359,0.0302,0.135
Show Stopper,2006,5FRIqUXfTazrtRmYEGO4G0,Danity Kane,229240,55,0.755,0.187,0.465
Get Up,2006,1wUnuiXMMvhudmzvcCtlZP,NewJeans,36226,82,0.525,0.0534,0.562
We Be Burnin',2006,3uvPYPi31FygGalZG1RWgO,Sean Paul,215213,0,0.955,0.144,0.885
Hate Me,2006,15og0pCEcTFWEXOFKdcJlU,Ellie Goulding,188066,71,0.64,0.0644,0.762
You and Me,2006,0815caqt2Lytro5EIzMufT,Lifehouse,195493,76,0.459,0.0267,0.354
Beep,2006,5TXNLJ2EENAt3Tf9MX4kT2,The Pussycat Dolls,229360,50,0.935,0.0431,0.518
