Song,Year,ID,Artists,Duration,Popularity,Danceability,Speechiness,Valence
Levitating,2022,5nujrmhLynf4yMoMtj8AQF,Dua Lipa,203064,84,0.702,0.0601,0.915
In a Minute,2022,3ihIZrJreMJPjQdNLrEXnP,Lil Baby,200470,68,0.643,0.297,0.145
Moscow Mule,2022,6Xom58OOXk2SoU711L2IXO,Bad Bunny,245939,84,0.804,0.0333,0.292
You Right,2022,0k4d5YPDr1r7FX77VdqWez,Doja Cat,186173,82,0.828,0.0565,0.436
She Had Me at Heads Carolina,2022,200x8ONbPfFzByUr3fVz46,Cole Swindell,206106,78,0.607,0.0611,0.722
Vegas,2022,0hquQWY3xvYqN4qtiquniF,Doja Cat,182906,80,0.801,0.255,0.74
Pushin P,2022,3XOalgusokruzA5ZBA2Qcb,Gunna,136266,75,0.773,0.187,0.488
Buy Dirt,2022,69AIpwGNLxr4qS1X5ynx60,Jordan Davis,167480,82,0.586,0.05,0.437
I Hate U,2022,2aJnyNu4PQxQ2lyj5boiMG,SZA,173906,76,0.533,0.148,0.376
Boyfriend,2022,59CfNbkERJ3NoTXDvoURjj,Dove Cameron,153000,81,0.345,0.0608,0.232
Glimpse of Us,2022,6xGruZOHLs39ZbVccQTuPZ,Joji,233456,84,0.44,0.0531,0.268
Surface Pressure,2022,760jhRscwGbIIe1m1IIQpU,Jessica Darrow,202226,73,0.65,0.307,0.37
Fall in Love,2022,0rCFRyEy4WXjRXNpO80Dzs,Bailey Zimmerman,232058,80,0.524,0.0297,0.397
Love Nwantiti (Ah Ah Ah),2022,2Xr1dTzJee307rmrkt8c0g,CKay,145800,81,0.727,0.0411,0.533
Super Freaky Girl,2022,4C6Uex2ILwJi9sZXRdmqXp,Nicki Minaj,170977,77,0.95,0.241,0.912
Hrs and Hrs,2022,4R8bxjmbyHYv7PoZzV5ptn,Nathan Allen,208445,20,0.592,0.0495,0.813
Sand in My Boots,2022,0uRrG2jRR5tuifsYIJHEao,Morgan Wallen,202133,78,0.403,0.031,0.414
Mamiii,2022,7FlQk2gJ6TBrHHiidvdR2O,Becky G,226093,81,0.836,0.0657,0.902
Knife Talk,2022,2BcMwX1MPV6ZHP4tUT9uq6,Drake,242965,82,0.849,0.324,0.153
AA,2022,6aIrXGmaFqPafbYgxbMUsj,Walker Hayes,189560,63,0.634,0.0297,0.736
Sweetest Pie,2022,7mFj0LlWtEJaEigguaWqYh,Megan Thee Stallion,201334,73,0.814,0.221,0.677
Provenza,2022,3HqcNJdZ2seoGxhn0wVNDK,KAROL G,207626,84,0.87,0.0475,0.54
Essence,2022,5FG7Tl93LdH117jEKYl3Cm,Wizkid,248040,74,0.849,0.113,0.602
All I Want for Christmas Is You,2022,0bYg9bo50gSsH3LtXe2SQn,Mariah Carey,241106,75,0.336,0.0384,0.35
Bam Bam,2022,7ixiCZEHWHc8FxaQXQh2P4,Sister Nancy,196506,68,0.722,0.153,0.709
5 Foot 9,2022,0U4iRayct65wsaBMQGiLbg,Tyler Hubbard,189773,71,0.605,0.0454,0.507
Get Into It (Yuh),2022,0W6I02J9xcqK8MtSeosEXb,Doja Cat,138293,77,0.912,0.162,0.793
Efecto,2022,5Eax0qFko2dh7Rl2lYs3bx,Bad Bunny,213061,86,0.801,0.0516,0.234
Rock and a Hard Place,2022,1TE8AAk9koG0UJco6ZAUfx,Bailey Zimmerman,207540,82,0.582,0.0275,0.394
Doin' This,2022,6TpyujRefwsflWFXbmjVpj,Luke Combs,254173,67,0.588,0.0269,0.39
Oh My God,2022,3Kkjo3cT83cw09VJyrLNwX,Adele,225148,80,0.534,0.046,0.55
Better Days,2022,6f5ExP43esnvdKPddwKXJH,NEIKED,160656,77,0.717,0.0337,0.699
Meet Me at Our Spot,2022,07MDkzWARZaLEdKxo6yArG,THE ANXIETY,162680,77,0.773,0.0299,0.399
Fingers Crossed,2022,4wH7ZoqgETaACS9BlUkvuY,Lauren Spencer Smith,175344,74,0.607,0.0559,0.445
All Too Well (Taylor's Version),2022,3nsfB1vus2qaloUdcBZvDu,Taylor Swift,329160,76,0.44,0.0317,0.132
Party,2022,5Q0Nhxo0l2bP3pNjpGJwV1,Miley Cyrus,202066,79,0.652,0.042,0.47
Después de la Playa,2022,1dm6z1fWB0cErMszU25dy2,Bad Bunny,230400,78,0.564,0.307,0.607
You Should Probably Leave,2022,2UikqkwBv7aIvlixeVXHWt,Chris Stapleton,213493,82,0.602,0.032,0.552
Rockin' Around the Christmas Tree,2022,2EjXfH91m7f8HiJN1yQg97,Brenda Lee,126266,67,0.589,0.0502,0.898
Broadway Girls,2022,7qTaDOcld0VmBWXnkbUj45,Lil Durk,185600,77,0.659,0.0347,0.54
Take My Name,2022,2afB4eV1KWBqLqFqME6PTh,Parmalee,157906,70,0.559,0.0512,0.574
What Happened to Virgil,2022,7ohROa13QK43JBRqfCmz4P,Lil Durk,181393,71,0.795,0.204,0.194
Puffin on Zootiez,2022,1qMMYpVatbRITKCfq1gasi,Future,172933,81,0.883,0.305,0.284
Like I Love Country Music,2022,3j1xkzTW8owIphkWV51V9s,Kane Brown,234340,65,0.542,0.0432,0.702
Jingle Bell Rock,2022,7vQbuQcyTflfCIOu3Uzzya,Bobby Helms,130973,67,0.754,0.0363,0.806
Ojitos Lindos,2022,3k3NWokhRRkEPhCzPmV8TW,Bad Bunny,258298,87,0.647,0.0413,0.268
Trouble with a Heartbreak,2022,3HO30hRbkOLU6ZWERayfQO,Jason Aldean,196026,63,0.582,0.0334,0.595
A Holly Jolly Christmas,2022,77khP2fIVhSW23NwxrRluh,Burl Ives,135533,61,0.683,0.0303,0.888
Kiss Me More,2022,3DarAbFujv6eYNliUTyqtz,Doja Cat,208666,82,0.764,0.0284,0.781
She Likes It,2022,4uJDDG8vXJ6fZHtTfrPfMX,Russell Dickerson,163311,67,0.79,0.127,0.539
Never Say Never,2022,5GYbkDveRD2I8M5ZJ14hWn,Justin Bieber,227853,73,0.739,0.0652,0.632
Damn Strait,2022,0gNrujgnSfw4LuSvd0Jbs6,Scotty McCreery,230226,60,0.523,0.0295,0.48
She's All I Wanna Be,2022,7l9IqDtVWJurTvkQHq1BGh,Tate McRae,207120,75,0.602,0.0396,0.619
Last Night Lonely,2022,0k11c8vwyeNSGQex6UMa1v,Jon Pardi,182161,72,0.652,0.0268,0.851
Flower Shops,2022,0De9jFjJ4eRLl7Yww2eBw1,ERNEST,214405,75,0.527,0.0269,0.227
To the Moon,2022,5vUnjhBzRJJIAOJPde6zDx,JNR CHOI,152137,71,0.745,0.346,0.386
Unholy,2022,3nqQXoyQOWXiESFLlDF1hG,Sam Smith,156943,85,0.714,0.0864,0.238
One Mississippi,2022,4FdPnT2cFrpWCmWZd7GXc3,Kane Brown,213718,63,0.471,0.0389,0.539
Circles Around This Town,2022,13G5xv1wUKvJYbK0wYmioN,Maren Morris,195760,53,0.591,0.0468,0.815
